mechanism	suppressor	channel	file	symbol	count
rule-path-exclusion	coupling.instability	coupling.instability	src/Infrastructure/Console/Command/BaselineConfiguredThresholds.php	Qualimetrix\Infrastructure\Console\Command\BaselineConfiguredThresholds	1
rule-path-exclusion	coupling.instability	coupling.instability	src/Infrastructure/Console/FindingFilterOrchestrator.php	Qualimetrix\Infrastructure\Console\FindingFilterOrchestrator	1
rule-path-exclusion	coupling.instability	coupling.instability	src/Infrastructure/Console/ResultPresenter.php	Qualimetrix\Infrastructure\Console\ResultPresenter	1
rule-path-exclusion	coupling.instability	coupling.instability	src/Infrastructure/Console/RuntimeConfigurator.php	Qualimetrix\Infrastructure\Console\RuntimeConfigurator	1
rule-path-exclusion	design.god-class	design.god-class	src/Reporting/Formatter/Health/HealthTextFormatter.php	Qualimetrix\Reporting\Formatter\Health\HealthTextFormatter	1
rule-path-exclusion	design.noc	design.noc	src/Analysis/Evidence/Measurement/Contract/AbstractCollector.php	Qualimetrix\Analysis\Evidence\Measurement\Contract\AbstractCollector	1
rule-path-exclusion	design.noc	design.noc	src/Analysis/Finding/Contract/Rule/AbstractRule.php	Qualimetrix\Analysis\Finding\Contract\Rule\AbstractRule	1
rule-path-exclusion	duplication.code-duplication	duplication.code-duplication	src/Analysis/Evidence/CodeSmell/ConstructorOverinjectionOptions.php	(project)	6
rule-path-exclusion	duplication.code-duplication	duplication.code-duplication	src/Analysis/Evidence/Cohesion/LcomOptions.php	(project)	1
rule-path-exclusion	duplication.code-duplication	duplication.code-duplication	src/Analysis/Evidence/Complexity/ClassCognitiveComplexityOptions.php	(project)	2
rule-path-exclusion	duplication.code-duplication	duplication.code-duplication	src/Analysis/Evidence/Complexity/CognitiveComplexityOptions.php	(project)	2
rule-path-exclusion	duplication.code-duplication	duplication.code-duplication	src/Analysis/Evidence/Complexity/MethodCognitiveComplexityOptions.php	(project)	2
rule-path-exclusion	duplication.code-duplication	duplication.code-duplication	src/Analysis/Evidence/Complexity/WmcOptions.php	(project)	1
rule-path-exclusion	duplication.code-duplication	duplication.code-duplication	src/Analysis/Evidence/Coupling/CboOptions.php	(project)	1
rule-path-exclusion	duplication.code-duplication	duplication.code-duplication	src/Analysis/Evidence/Coupling/ClassInstabilityOptions.php	(project)	2
rule-path-exclusion	duplication.code-duplication	duplication.code-duplication	src/Analysis/Evidence/Coupling/ClassRankOptions.php	(project)	1
rule-path-exclusion	duplication.code-duplication	duplication.code-duplication	src/Analysis/Evidence/Design/TypeCoverageOptions.php	(project)	1
rule-path-exclusion	size.property-count	size.property-count	src/Analysis/Evidence/Size/MethodCountMetrics.php	Qualimetrix\Analysis\Evidence\Size\MethodCountMetrics	1
suppression	src/Analysis/Evidence/CodeSmell/LongParameterListRule.php	health.cohesion	src/Analysis/Evidence/CodeSmell/LongParameterListRule.php	Qualimetrix\Analysis\Evidence\CodeSmell\LongParameterListRule	1
suppression	src/Analysis/Evidence/CodeSmell/UnusedPrivateClassData.php	health.cohesion	src/Analysis/Evidence/CodeSmell/UnusedPrivateClassData.php	Qualimetrix\Analysis\Evidence\CodeSmell\UnusedPrivateClassData	1
suppression	src/Analysis/Evidence/DependencyModel/DependencyGraph.php	health.cohesion	src/Analysis/Evidence/DependencyModel/DependencyGraph.php	Qualimetrix\Analysis\Evidence\DependencyModel\DependencyGraph	1
suppression	src/Analysis/Evidence/Design/InheritanceDepthCollector.php	health.cohesion	src/Analysis/Evidence/Design/InheritanceDepthCollector.php	Qualimetrix\Analysis\Evidence\Design\InheritanceDepthCollector	1
suppression	src/Analysis/Evidence/Design/ParamTypeCoverageRule.php	health.cohesion	src/Analysis/Evidence/Design/ParamTypeCoverageRule.php	Qualimetrix\Analysis\Evidence\Design\ParamTypeCoverageRule	1
suppression	src/Analysis/Evidence/Design/PropertyTypeCoverageRule.php	health.cohesion	src/Analysis/Evidence/Design/PropertyTypeCoverageRule.php	Qualimetrix\Analysis\Evidence\Design\PropertyTypeCoverageRule	1
suppression	src/Analysis/Evidence/Design/ReturnTypeCoverageRule.php	health.cohesion	src/Analysis/Evidence/Design/ReturnTypeCoverageRule.php	Qualimetrix\Analysis\Evidence\Design\ReturnTypeCoverageRule	1
suppression	src/Analysis/Evidence/Measurement/Visitor/VisitorMethodContext.php	health.cohesion	src/Analysis/Evidence/Measurement/Visitor/VisitorMethodContext.php	Qualimetrix\Analysis\Evidence\Measurement\Visitor\VisitorMethodContext	1
suppression	src/Analysis/Evidence/Prioritization/Impact/ClassRankIndex.php	health.cohesion	src/Analysis/Evidence/Prioritization/Impact/ClassRankIndex.php	Qualimetrix\Analysis\Evidence\Prioritization\Impact\ClassRankIndex	1
suppression	src/Analysis/Policy/Architecture/Configuration/LayerCriterionNormalizer.php	health.cohesion	src/Analysis/Policy/Architecture/Configuration/LayerCriterionNormalizer.php	Qualimetrix\Analysis\Policy\Architecture\Configuration\LayerCriterionNormalizer	1
suppression	src/Infrastructure/Ast/CachedFileParser.php	code-smell.empty-catch	src/Infrastructure/Ast/CachedFileParser.php	src/Infrastructure/Ast/CachedFileParser.php	1
suppression	src/Reporting/FindingProjection/FindingProjector.php	coupling.instability	src/Reporting/FindingProjection/FindingProjector.php	Qualimetrix\Reporting\FindingProjection\FindingProjector	1
