class	target_folder	file	channels
TypeCoveragePercentCollector	TypeCoverage	scripts/generate-modular-architecture-production-inventory.php	path
TypeCoveragePercentCollector	TypeCoverage	src/Analysis/Evidence/ComputedMetrics/ComputedMetricDefaults.php	bare-name
TypeCoveragePercentCollector	TypeCoverage	src/Analysis/Evidence/Design/README.md	docblock
TypeCoveragePercentCollector	TypeCoverage	src/Analysis/Evidence/Design/TypeCoveragePercentCollector.php	bare-name
TypeCoveragePercentCollector	TypeCoverage	tests/Analysis/Evidence/Design/Unit/TypeCoveragePercentCollectorTest.php	fqcn-string+import
TypeCoverageVisitor	TypeCoverage	docs/internal/SCANNER_VALIDATION_ROUND_2_PLAN.md	docblock
TypeCoverageVisitor	TypeCoverage	docs/internal/generated/modular-architecture/production-cross-owner-imports.tsv	fqcn-string
TypeCoverageVisitor	TypeCoverage	docs/internal/generated/modular-architecture/production-ownership.tsv	fqcn-string+path
TypeCoverageVisitor	TypeCoverage	docs/internal/generated/modular-architecture/production-public-imports.tsv	fqcn-string+path
TypeCoverageVisitor	TypeCoverage	docs/internal/generated/modular-architecture/production-state-services.tsv	fqcn-string+path
TypeCoverageVisitor	TypeCoverage	docs/internal/modular-architecture-manifest.json	fqcn-string+path
TypeCoverageVisitor	TypeCoverage	docs/internal/plans/baseline-compaction/enumeration-identity-r4.md	docblock
TypeCoverageVisitor	TypeCoverage	docs/internal/plans/baseline-compaction/enumeration-identity.md	path
TypeCoverageVisitor	TypeCoverage	docs/internal/plans/baseline-compaction/identity-map.md	bare-name
TypeCoverageVisitor	TypeCoverage	docs/internal/plans/rule-vocabulary/enumeration-level-literals.tsv	path
TypeCoverageVisitor	TypeCoverage	docs/internal/plans/rule-vocabulary/enumeration-step5-file-sets.tsv	path
TypeCoverageVisitor	TypeCoverage	qmx.yaml	fqcn-string
TypeCoverageVisitor	TypeCoverage	src/Analysis/Evidence/Design/README.md	docblock
TypeCoverageVisitor	TypeCoverage	src/Analysis/Evidence/Design/TypeCoverageCollector.php	bare-name
TypeCoverageVisitor	TypeCoverage	src/Analysis/Evidence/Design/TypeCoverageVisitor.php	bare-name
TypeCoverageVisitor	TypeCoverage	tests/Analysis/Evidence/Design/Unit/TypeCoverageCollectorTest.php	fqcn-string+import
TypeCoverageVisitor	TypeCoverage	tests/Analysis/Evidence/Design/Unit/TypeCoverageScaleTest.php	fqcn-string+import
TypeCoverageVisitor	TypeCoverage	tests/Analysis/Evidence/Measurement/Integration/Identity/ClassProducerOrdinalTest.php	path
TypeCoverageVisitor	TypeCoverage	tests/Analysis/Evidence/Measurement/Unit/AnonymousClassContextRegressionTest.php	fqcn-string+import
