channel	file	line	text
symbolLevelLit	src/Analysis/Evidence/Coupling/CouplingCollector.php	109	SymbolLevel  Namespace_->value => [AggregationStrategy  Average],
symbolLevelLit	src/Analysis/Evidence/Coupling/CouplingCollector.php	114	collectedAt  SymbolLevel  Class_,
symbolLevelLit	src/Analysis/Evidence/Coupling/CouplingCollector.php	116	SymbolLevel  Namespace_->value => [
symbolLevelLit	src/Analysis/Evidence/Coupling/CouplingCollector.php	121	SymbolLevel  Project->value => [
symbolLevelLit	src/Analysis/Evidence/Coupling/CouplingCollector.php	130	collectedAt  SymbolLevel  Class_,
symbolLevelLit	src/Analysis/Evidence/Coupling/CouplingCollector.php	132	SymbolLevel  Namespace_->value => [
symbolLevelLit	src/Analysis/Evidence/Coupling/CouplingCollector.php	138	SymbolLevel  Project->value => [
symbolLevelLit	src/Analysis/Evidence/Coupling/CouplingCollector.php	148	collectedAt  SymbolLevel  Class_,
symbolLevelLit	src/Analysis/Evidence/Coupling/CouplingCollector.php	150	SymbolLevel  Namespace_->value => [
symbolLevelLit	src/Analysis/Evidence/Coupling/CouplingCollector.php	155	SymbolLevel  Project->value => [
symbolLevelLit	src/Analysis/Evidence/Coupling/AbstractnessCollector.php	68	collectedAt  SymbolLevel  Namespace_,
symbolLevelLit	src/Analysis/Evidence/Size/PropertyCountRule.php	84	self  NAME => ChannelDeclaration  magnitude(WorseDirection  Higher, SymbolLevel  Class_),
symbolLevelLit	src/Analysis/Evidence/Size/LocCollector.php	294	SymbolLevel  Namespace_->value => [
symbolLevelLit	src/Analysis/Evidence/Size/LocCollector.php	298	SymbolLevel  Project->value => [
symbolLevelLit	src/Analysis/Evidence/Size/LocCollector.php	307	collectedAt  SymbolLevel  File,
symbolLevelLit	src/Analysis/Evidence/Size/LocCollector.php	312	collectedAt  SymbolLevel  File,
symbolLevelLit	src/Analysis/Evidence/Size/LocCollector.php	317	collectedAt  SymbolLevel  File,
symbolLevelLit	src/Analysis/Evidence/Size/LocCollector.php	322	collectedAt  SymbolLevel  Class_,
symbolLevelLit	src/Analysis/Evidence/Size/LocCollector.php	324	SymbolLevel  Namespace_->value => [
symbolLevelLit	src/Analysis/Evidence/Size/LocCollector.php	330	SymbolLevel  Project->value => [
symbolLevelLit	src/Analysis/Evidence/Size/ClassCountCollector.php	114	SymbolLevel  Namespace_->value => [
symbolLevelLit	src/Analysis/Evidence/Size/ClassCountCollector.php	117	SymbolLevel  Project->value => [
symbolLevelLit	src/Analysis/Evidence/Size/ClassCountCollector.php	125	collectedAt  SymbolLevel  File,
symbolLevelLit	src/Analysis/Evidence/Size/ClassCountCollector.php	130	collectedAt  SymbolLevel  File,
symbolLevelLit	src/Analysis/Evidence/Size/ClassCountCollector.php	135	collectedAt  SymbolLevel  File,
symbolLevelLit	src/Analysis/Evidence/Size/ClassCountCollector.php	140	collectedAt  SymbolLevel  File,
symbolLevelLit	src/Analysis/Evidence/Size/ClassCountCollector.php	145	collectedAt  SymbolLevel  File,
symbolLevelLit	src/Analysis/Evidence/Size/ClassCountCollector.php	150	collectedAt  SymbolLevel  File,
symbolLevelLit	src/Analysis/Evidence/Size/ClassCountCollector.php	155	collectedAt  SymbolLevel  File,
symbolLevelLit	src/Analysis/Evidence/Size/ClassCountRule.php	82	self  NAME => ChannelDeclaration  magnitude(WorseDirection  Higher, SymbolLevel  Namespace_),
symbolLevelLit	src/Analysis/Evidence/Size/MethodStatementCountCollector.php	79	collectedAt  SymbolLevel  Callable,
symbolLevelLit	src/Analysis/Evidence/Size/MethodStatementCountCollector.php	81	SymbolLevel  Class_->value => $aggregations,
symbolLevelLit	src/Analysis/Evidence/Size/MethodStatementCountCollector.php	82	SymbolLevel  Namespace_->value => $aggregations,
symbolLevelLit	src/Analysis/Evidence/Size/MethodStatementCountCollector.php	83	SymbolLevel  Project->value => $aggregations,
symbolLevelLit	src/Analysis/Evidence/Size/MethodCountCollector.php	190	SymbolLevel  Namespace_->value => [
symbolLevelLit	src/Analysis/Evidence/Size/MethodCountCollector.php	196	SymbolLevel  Project->value => [
symbolLevelLit	src/Analysis/Evidence/Size/MethodCountCollector.php	207	collectedAt  SymbolLevel  Class_,
symbolLevelLit	src/Analysis/Evidence/Size/MethodCountCollector.php	212	collectedAt  SymbolLevel  Class_,
symbolLevelLit	src/Analysis/Evidence/Size/MethodCountCollector.php	217	collectedAt  SymbolLevel  Class_,
symbolLevelLit	src/Analysis/Evidence/Size/MethodCountCollector.php	222	collectedAt  SymbolLevel  Class_,
symbolLevelLit	src/Analysis/Evidence/Size/MethodCountCollector.php	227	collectedAt  SymbolLevel  Class_,
symbolLevelLit	src/Analysis/Evidence/Size/MethodCountCollector.php	232	collectedAt  SymbolLevel  Class_,
symbolLevelLit	src/Analysis/Evidence/Size/MethodCountCollector.php	237	collectedAt  SymbolLevel  Class_,
symbolLevelLit	src/Analysis/Evidence/Size/MethodCountCollector.php	242	collectedAt  SymbolLevel  Class_,
symbolLevelLit	src/Analysis/Evidence/Size/MethodCountCollector.php	247	collectedAt  SymbolLevel  Class_,
symbolLevelLit	src/Analysis/Evidence/Size/MethodCountCollector.php	252	collectedAt  SymbolLevel  Class_,
symbolLevelLit	src/Analysis/Evidence/Size/MethodCountCollector.php	257	collectedAt  SymbolLevel  Class_,
symbolLevelLit	src/Analysis/Evidence/Size/MethodCountCollector.php	262	collectedAt  SymbolLevel  Class_,
symbolLevelLit	src/Analysis/Evidence/Size/MethodCountCollector.php	269	collectedAt  SymbolLevel  Class_,
symbolLevelLit	src/Analysis/Evidence/Size/MethodCountCollector.php	271	SymbolLevel  Namespace_->value => [AggregationStrategy  Sum],
symbolLevelLit	src/Analysis/Evidence/Size/MethodCountCollector.php	272	SymbolLevel  Project->value => [AggregationStrategy  Sum],
symbolLevelLit	src/Analysis/Evidence/Size/MethodCountCollector.php	277	collectedAt  SymbolLevel  Class_,
symbolLevelLit	src/Analysis/Evidence/Size/MethodCountCollector.php	279	SymbolLevel  Namespace_->value => [AggregationStrategy  Sum],
symbolLevelLit	src/Analysis/Evidence/Size/MethodCountCollector.php	280	SymbolLevel  Project->value => [AggregationStrategy  Sum],
symbolLevelLit	src/Analysis/Evidence/Size/MethodCountCollector.php	285	collectedAt  SymbolLevel  Class_,
symbolLevelLit	src/Analysis/Evidence/Size/MethodCountCollector.php	287	SymbolLevel  Namespace_->value => [AggregationStrategy  Sum],
symbolLevelLit	src/Analysis/Evidence/Size/MethodCountCollector.php	288	SymbolLevel  Project->value => [AggregationStrategy  Sum],
symbolLevelLit	src/Analysis/Evidence/Size/MethodCountCollector.php	293	collectedAt  SymbolLevel  Class_,
symbolLevelLit	src/Analysis/Evidence/Size/MethodCountCollector.php	295	SymbolLevel  Namespace_->value => [AggregationStrategy  Sum],
symbolLevelLit	src/Analysis/Evidence/Size/MethodCountCollector.php	296	SymbolLevel  Project->value => [AggregationStrategy  Sum],
symbolLevelLit	src/Analysis/Evidence/Size/MethodCountCollector.php	301	collectedAt  SymbolLevel  Class_,
symbolLevelLit	src/Analysis/Evidence/Size/MethodCountCollector.php	303	SymbolLevel  Namespace_->value => [AggregationStrategy  Sum],
symbolLevelLit	src/Analysis/Evidence/Size/MethodCountCollector.php	304	SymbolLevel  Project->value => [AggregationStrategy  Sum],
symbolLevelLit	src/Analysis/Evidence/Size/MethodCountCollector.php	309	collectedAt  SymbolLevel  Class_,
symbolLevelLit	src/Analysis/Evidence/Size/MethodCountCollector.php	311	SymbolLevel  Namespace_->value => [AggregationStrategy  Sum],
symbolLevelLit	src/Analysis/Evidence/Size/MethodCountCollector.php	312	SymbolLevel  Project->value => [AggregationStrategy  Sum],
symbolLevelLit	src/Analysis/Evidence/Size/MethodCountCollector.php	317	collectedAt  SymbolLevel  Class_,
symbolLevelLit	src/Analysis/Evidence/Size/MethodCountCollector.php	319	SymbolLevel  Namespace_->value => [
symbolLevelLit	src/Analysis/Evidence/Size/MethodCountCollector.php	324	SymbolLevel  Project->value => [
symbolLevelLit	src/Analysis/Evidence/Size/MethodCountRule.php	83	self  NAME => ChannelDeclaration  magnitude(WorseDirection  Higher, SymbolLevel  Class_),
symbolLevelLit	src/Analysis/Evidence/Duplication/CodeDuplicationRule.php	102	self  NAME => ChannelDeclaration  magnitude(WorseDirection  Higher, SymbolLevel  Project),
symbolLevelLit	src/Analysis/Finding/Contract/Rule/ChannelLevelSelector.php	140	return [substr($raw, 0, $separator), SymbolLevel  tryFrom(substr($raw, $separator + 1))];
symbolLevelLit	src/Analysis/Finding/Contract/Rule/ChannelLevelAddressing.php	125	SymbolLevel  cases(),
symbolLevelLit	src/Analysis/Finding/Contract/ChannelDeclaration.php	138	foreach (SymbolLevel  cases() as $case) {
symbolLevelLit	src/Analysis/Finding/Exclusion/RuleNamespaceExclusionProvider.php	196	ChannelLevelSelector  tryParse($selector)?->matches($channel->code, SymbolLevel  Namespace_) === true
symbolLevelLit	src/Analysis/Policy/Inline/Directive/InlineDirectiveValidator.php	107	self  UNRESOLVED_CHANNEL => ChannelDeclaration  occurrence(SymbolLevel  File),
symbolLevelLit	src/Analysis/Policy/Inline/Directive/InlineDirectiveValidator.php	108	self  UNSUPPORTED_CHANNEL => ChannelDeclaration  occurrence(SymbolLevel  File),
symbolLevelLit	src/Analysis/Policy/Inline/Directive/InlineDirectiveValidator.php	109	self  INVALID_CHANNEL => ChannelDeclaration  occurrence(SymbolLevel  File),
symbolLevelLit	src/Analysis/Policy/Inline/Directive/UnusedDirectiveRule.php	97	return [$name => ChannelDeclaration  occurrence(SymbolLevel  File)];
symbolLevelLit	src/Analysis/Policy/Architecture/LayerViolation/UnassignedClassSummary.php	55	return ChannelDeclaration  magnitude(WorseDirection  Higher, SymbolLevel  Project);
symbolLevelLit	src/Analysis/Policy/Architecture/LayerViolation/LayerDeclarationValidator.php	93	$declarations[$name] = ChannelDeclaration  occurrence(SymbolLevel  Project);
symbolLevelLit	src/Analysis/Policy/Architecture/LayerViolation/LayerViolationRule.php	115	self  NAME => ChannelDeclaration  occurrence(SymbolLevel  Class_),
projection	src/Analysis/Evidence/Measurement/Aggregation/NamespaceMetricContributions.php	12	use Qualimetrix\Analysis\Evidence\Measurement\Contract\SymbolLevelProjection;
projection	src/Analysis/Evidence/Measurement/Aggregation/NamespaceMetricContributions.php	131	$sourceLevel = SymbolLevelProjection  ofDeclaration($declarationType);
projection	src/Analysis/Evidence/Measurement/Contract/SymbolLevel.php	13	* @qmx-threshold coupling.cbo 85 -- The project's one level vocabulary, with zero outbound dependencies  every edge counted here is inbound, and the only way to lower it is to spell the level in more than one enum again, which is the defect this hub replaced. Raw CBO 84 gets one-edge headroom. It was 79 until Ш5c took the level out of channel names  a level is a coordinate beside the name now, so the selector grammar, the finding itself, rule selection, the namespace-channel exclusions and the two suppression types read this vocabulary instead of parsing a name suffix. It was 77 before that, when the two configuration validators became declaring producers of their own  a producer that declares a channel must name the levels it reports at, so each one costs this hub exactly one inbound edge. That is the price of a single level vocabulary, measured rather than estimated, and paying it here is the point. The projection onto SymbolType is deliberately not here — SymbolLevelProjection owns it, which is what keeps this enum's outbound count at zero.
projection	src/Analysis/Evidence/Measurement/Contract/SymbolLevelProjection.php	20	final class SymbolLevelProjection
projection	src/Analysis/Evidence/ComputedMetrics/Contract/Definition/ComputedMetricDefinition.php	9	use Qualimetrix\Analysis\Evidence\Measurement\Contract\SymbolLevelProjection;
projection	src/Analysis/Evidence/ComputedMetrics/Contract/Definition/ComputedMetricDefinition.php	73	return array_map(SymbolLevelProjection  ofDeclaration(...), $this->levels);
projection	src/Analysis/Finding/Contract/Finding.php	9	use Qualimetrix\Analysis\Evidence\Measurement\Contract\SymbolLevelProjection;
projection	src/Analysis/Finding/Contract/Finding.php	115	return SymbolLevelProjection  ofDeclaration($this->subject->toSymbolPath()->getType());
projection	src/Analysis/Policy/Baseline/BoundaryExplanationService.php	9	use Qualimetrix\Analysis\Evidence\Measurement\Contract\SymbolLevelProjection;
projection	src/Analysis/Policy/Baseline/BoundaryExplanationService.php	238	return $byLevel[SymbolLevelProjection  ofDeclaration($subject->toSymbolPath()->getType())->value] ?? null;
projection	tests/Analysis/Evidence/Measurement/Unit/Contract/SymbolLevelProjectionTest.php	12	use Qualimetrix\Analysis\Evidence\Measurement\Contract\SymbolLevelProjection;
projection	tests/Analysis/Evidence/Measurement/Unit/Contract/SymbolLevelProjectionTest.php	15	#[CoversClass(SymbolLevelProjection  class)]
projection	tests/Analysis/Evidence/Measurement/Unit/Contract/SymbolLevelProjectionTest.php	16	final class SymbolLevelProjectionTest extends TestCase
projection	tests/Analysis/Evidence/Measurement/Unit/Contract/SymbolLevelProjectionTest.php	22	self  assertSame($expected, SymbolLevelProjection  ofDeclaration($type));
selectorGrammar	src/Analysis/Finding/Contract/Rule/RuleSelector.php	219	$parsed = ChannelLevelSelector  tryParse($selector);
selectorGrammar	src/Analysis/Finding/Contract/Rule/ChannelLevelSelector.php	62	if ($level === null && self  carriesLevelSeparator($raw)) {
selectorGrammar	src/Analysis/Finding/Contract/Rule/ChannelLevelSelector.php	72	public static function carriesLevelSeparator(string $raw)  bool
selectorGrammar	src/Analysis/Finding/Contract/Rule/ChannelLevelSelector.php	84	public static function levelHalf(string $raw)  ?SymbolLevel
selectorGrammar	src/Analysis/Finding/Contract/Rule/ChannelLevelSelector.php	90	public static function channelHalf(string $raw)  string
selectorGrammar	src/Analysis/Finding/Contract/Rule/ChannelLevelAddressing.php	54	if (!ChannelLevelSelector  carriesLevelSeparator($raw)) {
selectorGrammar	src/Analysis/Finding/Contract/Rule/ChannelLevelAddressing.php	58	$channelHalf = ChannelLevelSelector  channelHalf($raw);
selectorGrammar	src/Analysis/Finding/Contract/Rule/ChannelLevelAddressing.php	59	$level = ChannelLevelSelector  levelHalf($raw);
selectorGrammar	src/Analysis/Finding/Contract/Rule/ChannelLevelAddressing.php	65	ChannelLevelSelector  LEVEL_SEPARATOR,
selectorGrammar	src/Analysis/Finding/Contract/Rule/ChannelLevelAddressing.php	78	ChannelLevelSelector  LEVEL_SEPARATOR,
selectorGrammar	src/Analysis/Finding/Exclusion/RuleNamespaceExclusionProvider.php	196	ChannelLevelSelector  tryParse($selector)?->matches($channel->code, SymbolLevel  Namespace_) === true
selectorGrammar	src/Analysis/Policy/Inline/Contract/Suppression/SuppressionTarget.php	59	return new self($rule, ChannelLevelSelector  tryParse($rule), false);
selectorGrammar	src/Analysis/Policy/Inline/Directive/DirectiveAddressability.php	100	ChannelLevelSelector  LEVEL_SEPARATOR,
selectorGrammar	src/Analysis/Policy/Inline/Directive/DirectiveAddressability.php	138	if (ChannelLevelSelector  carriesLevelSeparator($name)) {
selectorGrammar	src/Analysis/Policy/Inline/Directive/DirectiveAddressability.php	139	$rule = ChannelLevelSelector  channelHalf($name);
selectorGrammar	src/Infrastructure/Console/RuleInputValidator.php	107	ChannelLevelSelector  carriesLevelSeparator($selector) ? ' at that level'   '',
selectorGrammar	src/Infrastructure/Console/ChannelExclusionKeyValidator.php	60	$parsed = ChannelLevelSelector  tryParse($key)
selectorGrammar	tests/Analysis/Finding/Unit/ChannelLevelSelectorTest.php	22	#[CoversClass(ChannelLevelSelector  class)]
selectorGrammar	tests/Analysis/Finding/Unit/ChannelLevelSelectorTest.php	28	$selector = ChannelLevelSelector  tryParse('coupling.cbo');
selectorGrammar	tests/Analysis/Finding/Unit/ChannelLevelSelectorTest.php	40	$selector = ChannelLevelSelector  tryParse('coupling.cbo namespace');
selectorGrammar	tests/Analysis/Finding/Unit/ChannelLevelSelectorTest.php	53	$selector = ChannelLevelSelector  tryParse('coupling.* namespace');
selectorGrammar	tests/Analysis/Finding/Unit/ChannelLevelSelectorTest.php	70	$selector = ChannelLevelSelector  tryParse('demo.rule ' . $level->value);
selectorGrammar	tests/Analysis/Finding/Unit/ChannelLevelSelectorTest.php	84	self  assertNull(ChannelLevelSelector  tryParse($raw));
selectorGrammar	tests/Analysis/Finding/Unit/ChannelLevelSelectorTest.php	105	self  assertTrue(ChannelLevelSelector  carriesLevelSeparator('coupling.cbo klass'));
selectorGrammar	tests/Analysis/Finding/Unit/ChannelLevelSelectorTest.php	106	self  assertFalse(ChannelLevelSelector  carriesLevelSeparator('coupling.cbo'));
selectorGrammar	tests/Analysis/Finding/Unit/ChannelLevelSelectorTest.php	107	self  assertSame('coupling.cbo', ChannelLevelSelector  channelHalf('coupling.cbo klass'));
selectorGrammar	tests/Analysis/Finding/Unit/ChannelLevelSelectorTest.php	108	self  assertNull(ChannelLevelSelector  levelHalf('coupling.cbo klass'));
selectorGrammar	tests/Analysis/Finding/Unit/ChannelLevelSelectorTest.php	109	self  assertSame(SymbolLevel  Class_, ChannelLevelSelector  levelHalf('coupling.cbo class'));
selectorGrammar	tests/Analysis/Finding/Unit/FindingChannelTest.php	108	new FindingChannel('coupling.cbo' . ChannelLevelSelector  LEVEL_SEPARATOR . SymbolLevel  Class_->value);
selectorGrammar	tests/Analysis/Finding/Unit/RuleSelectorTest.php	124	$pair = 'health.complexity' . ChannelLevelSelector  LEVEL_SEPARATOR . SymbolLevel  Class_->value;
selectorGrammar	tests/Analysis/Finding/Unit/RuleSelectorTest.php	157	$pair = 'health.complexity' . ChannelLevelSelector  LEVEL_SEPARATOR . SymbolLevel  Class_->value;
selectorGrammar	tests/Analysis/Finding/Integration/ChannelLevelAssemblyTopologyTest.php	94	if (self  levelSegmentOf($key) !== null || str_contains($key, ChannelLevelSelector  LEVEL_SEPARATOR)) {
addressing	src/Analysis/Finding/Contract/Rule/ChannelLevelSelector.php	36	* universe in exactly one place  {@see ChannelLevelAddressing}.
addressing	src/Analysis/Finding/Contract/Rule/ChannelLevelAddressing.php	42	final readonly class ChannelLevelAddressing
addressing	src/Analysis/Finding/Contract/ChannelIdentityInterface.php	92	* it, {@see \Qualimetrix\Analysis\Finding\Contract\Rule\ChannelLevelAddressing},
addressing	src/Analysis/Policy/Inline/Directive/DirectiveAddressability.php	9	use Qualimetrix\Analysis\Finding\Contract\Rule\ChannelLevelAddressing;
addressing	src/Analysis/Policy/Inline/Directive/DirectiveAddressability.php	42	private ChannelLevelAddressing $levels;
addressing	src/Analysis/Policy/Inline/Directive/DirectiveAddressability.php	48	$this->levels = new ChannelLevelAddressing($identity);
addressing	src/Analysis/Policy/Inline/Directive/DirectiveAddressability.php	57	* An impossible pair is refused by {@see ChannelLevelAddressing} and by
addressing	src/Infrastructure/Console/RuleInputValidator.php	15	use Qualimetrix\Analysis\Finding\Contract\Rule\ChannelLevelAddressing;
addressing	src/Infrastructure/Console/RuleInputValidator.php	72	* {@see ChannelLevelAddressing} — the one place that judgement is made,
addressing	src/Infrastructure/Console/RuleInputValidator.php	86	$levels = new ChannelLevelAddressing($channels);
addressing	src/Infrastructure/Console/ChannelExclusionKeyValidator.php	9	use Qualimetrix\Analysis\Finding\Contract\Rule\ChannelLevelAddressing;
addressing	src/Infrastructure/Console/ChannelExclusionKeyValidator.php	25	* {@see ChannelLevelAddressing}, the same object the inline directives ask, so
addressing	src/Infrastructure/Console/ChannelExclusionKeyValidator.php	50	$pairProblem = (new ChannelLevelAddressing($this->channels))->problemWith($key);
addressing	tests/Analysis/Finding/Integration/ChannelLevelRefusalTopologyTest.php	12	use Qualimetrix\Analysis\Finding\Contract\Rule\ChannelLevelAddressing;
addressing	tests/Analysis/Finding/Integration/ChannelLevelRefusalTopologyTest.php	32	* only {@see ChannelLevelAddressing} asks the universe which levels a channel
addressing	tests/Analysis/Finding/Integration/ChannelLevelRefusalTopologyTest.php	41	#[CoversClass(ChannelLevelAddressing  class)]
addressing	tests/Analysis/Finding/Integration/ChannelLevelRefusalTopologyTest.php	50	private const string SOLE_CALLER = 'src/Analysis/Finding/Contract/Rule/ChannelLevelAddressing.php';
addressing	tests/Analysis/Finding/Integration/ChannelLevelRefusalTopologyTest.php	67	. ' ChannelLevelAddressing, so that one mistake cannot get two answers.',
addressing	tests/Infrastructure/Console/Functional/Command/CheckCommandInputValidationTest.php	132	* impossible `channel level` pair, {@see \Qualimetrix\Analysis\Finding\Contract\Rule\ChannelLevelAddressing}.
subjectParse	src/Analysis/Policy/Baseline/Filter/BaselineCeilingStage.php	342	private static function levelOf(BaselineEntry $entry)  AcceptedLevel
subjectParse	tests/Analysis/Finding/Integration/ChannelLevelDeclarationDriftTest.php	402	private static function levelOf(string $subject)  string
subjectParse	scripts/finding-gate/ChannelCoverage.php	71	SubjectLevel  SEPARATOR,
subjectParse	scripts/finding-gate/ChannelCoverage.php	86	SubjectLevel  SEPARATOR,
subjectParse	scripts/finding-gate/ChannelCoverage.php	108	SubjectLevel  SEPARATOR,
subjectParse	scripts/finding-gate/ChannelCoverage.php	135	return self  unique(array_map(SubjectLevel  channelOf(...), $pairs));
subjectParse	scripts/finding-gate/Gate.php	1240	$claim = SubjectLevel  claim($finding['channel'], SubjectLevel  of($finding['subject']));
subjectParse	scripts/finding-gate/Gate.php	1266	$channel = SubjectLevel  channelOf($claim);
subjectParse	scripts/finding-gate/ChannelWitness.php	146	$gate = SubjectLevel  levels();
subjectParse	scripts/finding-gate/ChannelWitness.php	175	$pairs[SubjectLevel  claim($channel, $level)] = true;
subjectParse	scripts/finding-gate/ChannelWitness.php	238	SubjectLevel  SEPARATOR,
subjectParse	scripts/finding-gate/SelfTest.php	319	$this->same($level, SubjectLevel  of($subject), 'the level of "' . $subject . '"');
subjectParse	scripts/finding-gate/SelfTest.php	323	self  throws(static fn()  mixed => SubjectLevel  of('member Corpus\\A  $b')),
subjectParse	scripts/finding-gate/SelfTest.php	328	SubjectLevel  claim('a.rule#a.code', 'class'),
subjectParse	scripts/finding-gate/SelfTest.php	333	SubjectLevel  channelOf('a.rule#a.code@class'),
subjectParse	scripts/finding-gate/SelfTest.php	338	SubjectLevel  assertClaim('a.rule#a.code', 'case.json');
subjectParse	scripts/finding-gate/SelfTest.php	344	SubjectLevel  assertClaim('a.rule#a.code@klass', 'case.json');
subjectParse	scripts/finding-gate/SelfTest.php	358	SubjectLevel  assertClaim($entry, 'case ' . $case->id);
subjectParse	scripts/finding-gate/SelfTest.php	391	$names = static fn(array $pairs)  array => array_values(array_unique(array_map(SubjectLevel  channelOf(...), $pairs)));
subjectParse	scripts/finding-gate/CaseDefinition.php	94	SubjectLevel  assertClaim($entry, $file);
subjectParse	scripts/finding-gate/CaseDefinition.php	102	SubjectLevel  SEPARATOR,
dropsLevel	src/Analysis/Policy/Inline/Directive/DirectiveAddressability.php	105	if ($this->identity->expand($selector->channel()) !== []) {
dropsLevel	src/Analysis/Policy/Inline/Directive/InlineDirectivePolicy.php	326	foreach ($this->identity->expand($selector->channel()) as $channel) {
dropsLevel	src/Infrastructure/Console/ChannelExclusionKeyValidator.php	63	$addressed = $this->channels->expand($parsed->channel());
