axis	row	side	outcome	observation
E	neighbourhood|design.type-coverage.property|error|enabled	both	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":false,"warning":80,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.property|error|enabled	neighbour	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":false,"warning":80,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.property|error|enabled	nullAlone	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":80,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.property|error|enabled	omitted	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":80,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.property|error|threshold	both	refused-framed	Cannot mix "threshold" with "warning"/"error". Use either "threshold" alone (simple mode) or "warning"/"error" (graduated mode).
E	neighbourhood|design.type-coverage.property|error|threshold	neighbour	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":7331,"error":7331},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.property|error|threshold	nullAlone	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":80,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.property|error|threshold	omitted	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":80,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.property|error|warning	both	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":7331,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.property|error|warning	neighbour	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":7331,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.property|error|warning	nullAlone	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":80,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.property|error|warning	omitted	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":80,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.property|threshold|enabled	both	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":false,"warning":80,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.property|threshold|enabled	neighbour	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":false,"warning":80,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.property|threshold|enabled	nullAlone	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":80,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.property|threshold|enabled	omitted	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":80,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.property|threshold|error	both	refused-framed	Cannot mix "threshold" with "warning"/"error". Use either "threshold" alone (simple mode) or "warning"/"error" (graduated mode).
E	neighbourhood|design.type-coverage.property|threshold|error	neighbour	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":80,"error":7331},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.property|threshold|error	nullAlone	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":80,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.property|threshold|error	omitted	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":80,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.property|threshold|warning	both	refused-framed	Cannot mix "threshold" with "warning"/"error". Use either "threshold" alone (simple mode) or "warning"/"error" (graduated mode).
E	neighbourhood|design.type-coverage.property|threshold|warning	neighbour	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":7331,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.property|threshold|warning	nullAlone	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":80,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.property|threshold|warning	omitted	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":80,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.property|warning|enabled	both	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":false,"warning":80,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.property|warning|enabled	neighbour	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":false,"warning":80,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.property|warning|enabled	nullAlone	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":80,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.property|warning|enabled	omitted	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":80,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.property|warning|error	both	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":80,"error":7331},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.property|warning|error	neighbour	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":80,"error":7331},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.property|warning|error	nullAlone	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":80,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.property|warning|error	omitted	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":80,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.property|warning|threshold	both	refused-framed	Cannot mix "threshold" with "warning"/"error". Use either "threshold" alone (simple mode) or "warning"/"error" (graduated mode).
E	neighbourhood|design.type-coverage.property|warning|threshold	neighbour	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":7331,"error":7331},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.property|warning|threshold	nullAlone	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":80,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.property|warning|threshold	omitted	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":80,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.return|enabled|error	both	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":80,"error":7331},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.return|enabled|error	neighbour	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":80,"error":7331},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.return|enabled|error	nullAlone	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":80,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.return|enabled|error	omitted	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":80,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.return|enabled|threshold	both	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":7331,"error":7331},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.return|enabled|threshold	neighbour	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":7331,"error":7331},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.return|enabled|threshold	nullAlone	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":80,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.return|enabled|threshold	omitted	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":80,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.return|enabled|warning	both	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":7331,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.return|enabled|warning	neighbour	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":7331,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.return|enabled|warning	nullAlone	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":80,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.return|enabled|warning	omitted	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":80,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.return|error|enabled	both	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":false,"warning":80,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.return|error|enabled	neighbour	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":false,"warning":80,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.return|error|enabled	nullAlone	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":80,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.return|error|enabled	omitted	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":80,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.return|error|threshold	both	refused-framed	Cannot mix "threshold" with "warning"/"error". Use either "threshold" alone (simple mode) or "warning"/"error" (graduated mode).
E	neighbourhood|design.type-coverage.return|error|threshold	neighbour	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":7331,"error":7331},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.return|error|threshold	nullAlone	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":80,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.return|error|threshold	omitted	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":80,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.return|error|warning	both	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":7331,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.return|error|warning	neighbour	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":7331,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.return|error|warning	nullAlone	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":80,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.return|error|warning	omitted	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":80,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.return|threshold|enabled	both	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":false,"warning":80,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.return|threshold|enabled	neighbour	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":false,"warning":80,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.return|threshold|enabled	nullAlone	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":80,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.return|threshold|enabled	omitted	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Design\\TypeCoverage\\TypeCoverageOptions","enabled":true,"warning":80,"error":50},"excluded":{"namespace":false,"path":false}}
E	neighbourhood|design.type-coverage.return|threshold|error	both	refused-framed	Cannot mix "threshold" with "warning"/"error". Use either "threshold" alone (simple mode) or "warning"/"error" (graduated mode).
