idx	rule	top_form	top_yaml	level	block_form	block_yaml	level_keys_declared	level_defaults	live_exit	live_level_findings	live_level_severities	live_sibling_findings	live_refusal	call_level_values	call_level_enabled	call_sibling_enabled	call_refusal	block_written	block_effect	live_vs_block_absent	witness	in_declared_population
160	complexity.cognitive	T2_threshold_tilde	threshold: ~	callable	B0_absent	(absent)	enabled,error,threshold,warning	{"enabled":true,"warning":15,"error":30}	0	1	{"warning":1}	0		{"enabled":true,"warning":15,"error":30}	True	True		{}	no-write	n/a (block writes nothing)	live door + call	yes
161	complexity.cognitive	T2_threshold_tilde	threshold: ~	callable	B1_tilde	callable: ~	enabled,error,threshold,warning	{"enabled":true,"warning":15,"error":30}	0	1	{"warning":1}	0		{"enabled":true,"warning":15,"error":30}	True	True		{}	no-write	n/a (block writes nothing)	live door + call	yes
162	complexity.cognitive	T2_threshold_tilde	threshold: ~	callable	B2_empty_map	callable: {}	enabled,error,threshold,warning	{"enabled":true,"warning":15,"error":30}	0	1	{"warning":1}	0		{"enabled":true,"warning":15,"error":30}	True	True		{}	no-write	n/a (block writes nothing)	live door + call	yes
163	complexity.cognitive	T2_threshold_tilde	threshold: ~	callable	B3_enabled_tilde	callable:; enabled: ~	enabled,error,threshold,warning	{"enabled":true,"warning":15,"error":30}	0	1	{"warning":1}	0		{"enabled":true,"warning":15,"error":30}	True	True		{"enabled":"~(null)"}	applied	same (1)	live door (blind here) + call	yes
164	complexity.cognitive	T2_threshold_tilde	threshold: ~	callable	B4_enabled_true	callable:; enabled: true	enabled,error,threshold,warning	{"enabled":true,"warning":15,"error":30}	0	1	{"warning":1}	0		{"enabled":true,"warning":15,"error":30}	True	True		{"enabled":true}	applied	same (1)	live door (blind here) + call	yes
165	complexity.cognitive	T2_threshold_tilde	threshold: ~	callable	B5_enabled_false	callable:; enabled: false	enabled,error,threshold,warning	{"enabled":true,"warning":15,"error":30}	0	0	{}	0		{"enabled":false,"warning":15,"error":30}	False	True		{"enabled":false}	applied	differs (0 vs 1)	live door + call	yes
166	complexity.cognitive	T2_threshold_tilde	threshold: ~	callable	B6_half_band	callable:; warning: 1	enabled,error,threshold,warning	{"enabled":true,"warning":15,"error":30}	0	2	{"warning":2}	0		{"enabled":true,"warning":1,"error":30}	True	True		{"warning":1}	applied	differs (2 vs 1)	live door + call	yes
167	complexity.cognitive	T2_threshold_tilde	threshold: ~	callable	B7_full_band	callable:; warning: 1; error: 2	enabled,error,threshold,warning	{"enabled":true,"warning":15,"error":30}	2	2	{"error":2}	0		{"enabled":true,"warning":1,"error":2}	True	True		{"warning":1,"error":2}	applied	differs (2 vs 1)	live door + call	yes
168	complexity.cognitive	T2_threshold_tilde	threshold: ~	callable	B8_threshold_in_block	callable:; threshold: 1	enabled,error,threshold,warning	{"enabled":true,"warning":15,"error":30}	2	2	{"error":2}	0		{"enabled":true,"warning":1,"error":1}	True	True		{"warning":1,"error":1}	applied	differs (2 vs 1)	live door + call	yes
169	complexity.cognitive	T2_threshold_tilde	threshold: ~	callable	B9_unknown_key	callable:; no_such_option: 1	enabled,error,threshold,warning	{"enabled":true,"warning":15,"error":30}	3	0	{}	0	Configuration error: Option "noSuchOption" is not an option of rule "complexity.cognitive" at level "callable". Options at that level: enabled, error,	{}			Qualimetrix\Analysis\Configuration\Contract\Refusal\ConfigurationRefusal: Option "noSuchOption" is not an option of rule "complexity.cognitive" at lev	{"no_such_option":1}	refused	refused	live door (refusal) + call	yes
170	complexity.cognitive	T2_threshold_tilde	threshold: ~	class	B0_absent	(absent)	enabled,max-error,max-warning,threshold	{"enabled":true,"maxWarning":30,"maxError":50}	0	0	{}	1		{"enabled":true,"maxWarning":30,"maxError":50}	True	True		{}	no-write	n/a (block writes nothing)	live door + call	yes
171	complexity.cognitive	T2_threshold_tilde	threshold: ~	class	B1_tilde	class: ~	enabled,max-error,max-warning,threshold	{"enabled":true,"maxWarning":30,"maxError":50}	0	0	{}	1		{"enabled":true,"maxWarning":30,"maxError":50}	True	True		{}	no-write	n/a (block writes nothing)	live door + call	yes
172	complexity.cognitive	T2_threshold_tilde	threshold: ~	class	B2_empty_map	class: {}	enabled,max-error,max-warning,threshold	{"enabled":true,"maxWarning":30,"maxError":50}	0	0	{}	1		{"enabled":true,"maxWarning":30,"maxError":50}	True	True		{}	no-write	n/a (block writes nothing)	live door + call	yes
173	complexity.cognitive	T2_threshold_tilde	threshold: ~	class	B3_enabled_tilde	class:; enabled: ~	enabled,max-error,max-warning,threshold	{"enabled":true,"maxWarning":30,"maxError":50}	0	0	{}	1		{"enabled":true,"maxWarning":30,"maxError":50}	True	True		{"enabled":"~(null)"}	applied	same (0)	live door (blind here) + call	yes
174	complexity.cognitive	T2_threshold_tilde	threshold: ~	class	B4_enabled_true	class:; enabled: true	enabled,max-error,max-warning,threshold	{"enabled":true,"maxWarning":30,"maxError":50}	0	0	{}	1		{"enabled":true,"maxWarning":30,"maxError":50}	True	True		{"enabled":true}	applied	same (0)	live door (blind here) + call	yes
175	complexity.cognitive	T2_threshold_tilde	threshold: ~	class	B5_enabled_false	class:; enabled: false	enabled,max-error,max-warning,threshold	{"enabled":true,"maxWarning":30,"maxError":50}	0	0	{}	1		{"enabled":false,"maxWarning":30,"maxError":50}	False	True		{"enabled":false}	applied	same (0)	live door (blind here) + call	yes
176	complexity.cognitive	T2_threshold_tilde	threshold: ~	class	B6_half_band	class:; max_warning: 1	enabled,max-error,max-warning,threshold	{"enabled":true,"maxWarning":30,"maxError":50}	0	1	{"warning":1}	1		{"enabled":true,"maxWarning":1,"maxError":50}	True	True		{"maxWarning":1}	applied	differs (1 vs 0)	live door + call	yes
177	complexity.cognitive	T2_threshold_tilde	threshold: ~	class	B7_full_band	class:; max_warning: 1; max_error: 2	enabled,max-error,max-warning,threshold	{"enabled":true,"maxWarning":30,"maxError":50}	2	1	{"error":1}	1		{"enabled":true,"maxWarning":1,"maxError":2}	True	True		{"maxWarning":1,"maxError":2}	applied	differs (1 vs 0)	live door + call	yes
178	complexity.cognitive	T2_threshold_tilde	threshold: ~	class	B8_threshold_in_block	class:; threshold: 1	enabled,max-error,max-warning,threshold	{"enabled":true,"maxWarning":30,"maxError":50}	2	1	{"error":1}	1		{"enabled":true,"maxWarning":1,"maxError":1}	True	True		{"maxWarning":1,"maxError":1}	applied	differs (1 vs 0)	live door + call	yes
179	complexity.cognitive	T2_threshold_tilde	threshold: ~	class	B9_unknown_key	class:; no_such_option: 1	enabled,max-error,max-warning,threshold	{"enabled":true,"maxWarning":30,"maxError":50}	3	0	{}	0	Configuration error: Option "noSuchOption" is not an option of rule "complexity.cognitive" at level "class". Options at that level: enabled, max-error	{}			Qualimetrix\Analysis\Configuration\Contract\Refusal\ConfigurationRefusal: Option "noSuchOption" is not an option of rule "complexity.cognitive" at lev	{"no_such_option":1}	refused	refused	live door (refusal) + call	yes
180	complexity.cognitive	T3_top_graduated_pair	warning: 100000; error: 200000	callable	B0_absent	(absent)	enabled,error,threshold,warning	{"enabled":true,"warning":15,"error":30}	3	0	{}	0	Configuration error: Option "warning" is not an option of rule "complexity.cognitive". Options here: callable, class, enabled, suppress-namespace-chan	{}			Qualimetrix\Analysis\Configuration\Contract\Refusal\ConfigurationRefusal: Option "warning" is not an option of rule "complexity.cognitive". Options he	{}	refused	refused	live door (refusal) + call	no (undeclared-key refusal probe)
181	complexity.cognitive	T3_top_graduated_pair	warning: 100000; error: 200000	callable	B1_tilde	callable: ~	enabled,error,threshold,warning	{"enabled":true,"warning":15,"error":30}	3	0	{}	0	Configuration error: Option "warning" is not an option of rule "complexity.cognitive". Options here: callable, class, enabled, suppress-namespace-chan	{}			Qualimetrix\Analysis\Configuration\Contract\Refusal\ConfigurationRefusal: Option "warning" is not an option of rule "complexity.cognitive". Options he	{}	refused	refused	live door (refusal) + call	no (undeclared-key refusal probe)
182	complexity.cognitive	T3_top_graduated_pair	warning: 100000; error: 200000	callable	B2_empty_map	callable: {}	enabled,error,threshold,warning	{"enabled":true,"warning":15,"error":30}	3	0	{}	0	Configuration error: Option "warning" is not an option of rule "complexity.cognitive". Options here: callable, class, enabled, suppress-namespace-chan	{}			Qualimetrix\Analysis\Configuration\Contract\Refusal\ConfigurationRefusal: Option "warning" is not an option of rule "complexity.cognitive". Options he	{}	refused	refused	live door (refusal) + call	no (undeclared-key refusal probe)
183	complexity.cognitive	T3_top_graduated_pair	warning: 100000; error: 200000	callable	B3_enabled_tilde	callable:; enabled: ~	enabled,error,threshold,warning	{"enabled":true,"warning":15,"error":30}	3	0	{}	0	Configuration error: Option "warning" is not an option of rule "complexity.cognitive". Options here: callable, class, enabled, suppress-namespace-chan	{}			Qualimetrix\Analysis\Configuration\Contract\Refusal\ConfigurationRefusal: Option "warning" is not an option of rule "complexity.cognitive". Options he	{"enabled":"~(null)"}	refused	refused	live door (refusal) + call	no (undeclared-key refusal probe)
184	complexity.cognitive	T3_top_graduated_pair	warning: 100000; error: 200000	callable	B4_enabled_true	callable:; enabled: true	enabled,error,threshold,warning	{"enabled":true,"warning":15,"error":30}	3	0	{}	0	Configuration error: Option "warning" is not an option of rule "complexity.cognitive". Options here: callable, class, enabled, suppress-namespace-chan	{}			Qualimetrix\Analysis\Configuration\Contract\Refusal\ConfigurationRefusal: Option "warning" is not an option of rule "complexity.cognitive". Options he	{"enabled":true}	refused	refused	live door (refusal) + call	no (undeclared-key refusal probe)
185	complexity.cognitive	T3_top_graduated_pair	warning: 100000; error: 200000	callable	B5_enabled_false	callable:; enabled: false	enabled,error,threshold,warning	{"enabled":true,"warning":15,"error":30}	3	0	{}	0	Configuration error: Option "warning" is not an option of rule "complexity.cognitive". Options here: callable, class, enabled, suppress-namespace-chan	{}			Qualimetrix\Analysis\Configuration\Contract\Refusal\ConfigurationRefusal: Option "warning" is not an option of rule "complexity.cognitive". Options he	{"enabled":false}	refused	refused	live door (refusal) + call	no (undeclared-key refusal probe)
186	complexity.cognitive	T3_top_graduated_pair	warning: 100000; error: 200000	callable	B6_half_band	callable:; warning: 1	enabled,error,threshold,warning	{"enabled":true,"warning":15,"error":30}	3	0	{}	0	Configuration error: Option "warning" is not an option of rule "complexity.cognitive". Options here: callable, class, enabled, suppress-namespace-chan	{}			Qualimetrix\Analysis\Configuration\Contract\Refusal\ConfigurationRefusal: Option "warning" is not an option of rule "complexity.cognitive". Options he	{"warning":1}	refused	refused	live door (refusal) + call	no (undeclared-key refusal probe)
187	complexity.cognitive	T3_top_graduated_pair	warning: 100000; error: 200000	callable	B7_full_band	callable:; warning: 1; error: 2	enabled,error,threshold,warning	{"enabled":true,"warning":15,"error":30}	3	0	{}	0	Configuration error: Option "warning" is not an option of rule "complexity.cognitive". Options here: callable, class, enabled, suppress-namespace-chan	{}			Qualimetrix\Analysis\Configuration\Contract\Refusal\ConfigurationRefusal: Option "warning" is not an option of rule "complexity.cognitive". Options he	{"warning":1,"error":2}	refused	refused	live door (refusal) + call	no (undeclared-key refusal probe)
188	complexity.cognitive	T3_top_graduated_pair	warning: 100000; error: 200000	callable	B8_threshold_in_block	callable:; threshold: 1	enabled,error,threshold,warning	{"enabled":true,"warning":15,"error":30}	3	0	{}	0	Configuration error: Option "warning" is not an option of rule "complexity.cognitive". Options here: callable, class, enabled, suppress-namespace-chan	{}			Qualimetrix\Analysis\Configuration\Contract\Refusal\ConfigurationRefusal: Option "warning" is not an option of rule "complexity.cognitive". Options he	{"warning":1,"error":1}	refused	refused	live door (refusal) + call	no (undeclared-key refusal probe)
189	complexity.cognitive	T3_top_graduated_pair	warning: 100000; error: 200000	callable	B9_unknown_key	callable:; no_such_option: 1	enabled,error,threshold,warning	{"enabled":true,"warning":15,"error":30}	3	0	{}	0	Configuration error: Option "warning" is not an option of rule "complexity.cognitive". Options here: callable, class, enabled, suppress-namespace-chan	{}			Qualimetrix\Analysis\Configuration\Contract\Refusal\ConfigurationRefusal: Option "warning" is not an option of rule "complexity.cognitive". Options he	{"no_such_option":1}	refused	refused	live door (refusal) + call	no (undeclared-key refusal probe)
190	complexity.cognitive	T3_top_graduated_pair	warning: 100000; error: 200000	class	B0_absent	(absent)	enabled,max-error,max-warning,threshold	{"enabled":true,"maxWarning":30,"maxError":50}	3	0	{}	0	Configuration error: Option "warning" is not an option of rule "complexity.cognitive". Options here: callable, class, enabled, suppress-namespace-chan	{}			Qualimetrix\Analysis\Configuration\Contract\Refusal\ConfigurationRefusal: Option "warning" is not an option of rule "complexity.cognitive". Options he	{}	refused	refused	live door (refusal) + call	no (undeclared-key refusal probe)
191	complexity.cognitive	T3_top_graduated_pair	warning: 100000; error: 200000	class	B1_tilde	class: ~	enabled,max-error,max-warning,threshold	{"enabled":true,"maxWarning":30,"maxError":50}	3	0	{}	0	Configuration error: Option "warning" is not an option of rule "complexity.cognitive". Options here: callable, class, enabled, suppress-namespace-chan	{}			Qualimetrix\Analysis\Configuration\Contract\Refusal\ConfigurationRefusal: Option "warning" is not an option of rule "complexity.cognitive". Options he	{}	refused	refused	live door (refusal) + call	no (undeclared-key refusal probe)
192	complexity.cognitive	T3_top_graduated_pair	warning: 100000; error: 200000	class	B2_empty_map	class: {}	enabled,max-error,max-warning,threshold	{"enabled":true,"maxWarning":30,"maxError":50}	3	0	{}	0	Configuration error: Option "warning" is not an option of rule "complexity.cognitive". Options here: callable, class, enabled, suppress-namespace-chan	{}			Qualimetrix\Analysis\Configuration\Contract\Refusal\ConfigurationRefusal: Option "warning" is not an option of rule "complexity.cognitive". Options he	{}	refused	refused	live door (refusal) + call	no (undeclared-key refusal probe)
193	complexity.cognitive	T3_top_graduated_pair	warning: 100000; error: 200000	class	B3_enabled_tilde	class:; enabled: ~	enabled,max-error,max-warning,threshold	{"enabled":true,"maxWarning":30,"maxError":50}	3	0	{}	0	Configuration error: Option "warning" is not an option of rule "complexity.cognitive". Options here: callable, class, enabled, suppress-namespace-chan	{}			Qualimetrix\Analysis\Configuration\Contract\Refusal\ConfigurationRefusal: Option "warning" is not an option of rule "complexity.cognitive". Options he	{"enabled":"~(null)"}	refused	refused	live door (refusal) + call	no (undeclared-key refusal probe)
194	complexity.cognitive	T3_top_graduated_pair	warning: 100000; error: 200000	class	B4_enabled_true	class:; enabled: true	enabled,max-error,max-warning,threshold	{"enabled":true,"maxWarning":30,"maxError":50}	3	0	{}	0	Configuration error: Option "warning" is not an option of rule "complexity.cognitive". Options here: callable, class, enabled, suppress-namespace-chan	{}			Qualimetrix\Analysis\Configuration\Contract\Refusal\ConfigurationRefusal: Option "warning" is not an option of rule "complexity.cognitive". Options he	{"enabled":true}	refused	refused	live door (refusal) + call	no (undeclared-key refusal probe)
195	complexity.cognitive	T3_top_graduated_pair	warning: 100000; error: 200000	class	B5_enabled_false	class:; enabled: false	enabled,max-error,max-warning,threshold	{"enabled":true,"maxWarning":30,"maxError":50}	3	0	{}	0	Configuration error: Option "warning" is not an option of rule "complexity.cognitive". Options here: callable, class, enabled, suppress-namespace-chan	{}			Qualimetrix\Analysis\Configuration\Contract\Refusal\ConfigurationRefusal: Option "warning" is not an option of rule "complexity.cognitive". Options he	{"enabled":false}	refused	refused	live door (refusal) + call	no (undeclared-key refusal probe)
196	complexity.cognitive	T3_top_graduated_pair	warning: 100000; error: 200000	class	B6_half_band	class:; max_warning: 1	enabled,max-error,max-warning,threshold	{"enabled":true,"maxWarning":30,"maxError":50}	3	0	{}	0	Configuration error: Option "warning" is not an option of rule "complexity.cognitive". Options here: callable, class, enabled, suppress-namespace-chan	{}			Qualimetrix\Analysis\Configuration\Contract\Refusal\ConfigurationRefusal: Option "warning" is not an option of rule "complexity.cognitive". Options he	{"maxWarning":1}	refused	refused	live door (refusal) + call	no (undeclared-key refusal probe)
197	complexity.cognitive	T3_top_graduated_pair	warning: 100000; error: 200000	class	B7_full_band	class:; max_warning: 1; max_error: 2	enabled,max-error,max-warning,threshold	{"enabled":true,"maxWarning":30,"maxError":50}	3	0	{}	0	Configuration error: Option "warning" is not an option of rule "complexity.cognitive". Options here: callable, class, enabled, suppress-namespace-chan	{}			Qualimetrix\Analysis\Configuration\Contract\Refusal\ConfigurationRefusal: Option "warning" is not an option of rule "complexity.cognitive". Options he	{"maxWarning":1,"maxError":2}	refused	refused	live door (refusal) + call	no (undeclared-key refusal probe)
198	complexity.cognitive	T3_top_graduated_pair	warning: 100000; error: 200000	class	B8_threshold_in_block	class:; threshold: 1	enabled,max-error,max-warning,threshold	{"enabled":true,"maxWarning":30,"maxError":50}	3	0	{}	0	Configuration error: Option "warning" is not an option of rule "complexity.cognitive". Options here: callable, class, enabled, suppress-namespace-chan	{}			Qualimetrix\Analysis\Configuration\Contract\Refusal\ConfigurationRefusal: Option "warning" is not an option of rule "complexity.cognitive". Options he	{"maxWarning":1,"maxError":1}	refused	refused	live door (refusal) + call	no (undeclared-key refusal probe)
199	complexity.cognitive	T3_top_graduated_pair	warning: 100000; error: 200000	class	B9_unknown_key	class:; no_such_option: 1	enabled,max-error,max-warning,threshold	{"enabled":true,"maxWarning":30,"maxError":50}	3	0	{}	0	Configuration error: Option "warning" is not an option of rule "complexity.cognitive". Options here: callable, class, enabled, suppress-namespace-chan	{}			Qualimetrix\Analysis\Configuration\Contract\Refusal\ConfigurationRefusal: Option "warning" is not an option of rule "complexity.cognitive". Options he	{"no_such_option":1}	refused	refused	live door (refusal) + call	no (undeclared-key refusal probe)
200	complexity.cognitive	T4_enabled_false	enabled: false	callable	B0_absent	(absent)	enabled,error,threshold,warning	{"enabled":true,"warning":15,"error":30}	0	0	{}	0		{"enabled":false,"warning":15,"error":30}	False	False		{}	no-write	n/a (block writes nothing)	live door + call	yes
201	complexity.cognitive	T4_enabled_false	enabled: false	callable	B1_tilde	callable: ~	enabled,error,threshold,warning	{"enabled":true,"warning":15,"error":30}	0	0	{}	0		{"enabled":false,"warning":15,"error":30}	False	False		{}	no-write	n/a (block writes nothing)	live door + call	yes
202	complexity.cognitive	T4_enabled_false	enabled: false	callable	B2_empty_map	callable: {}	enabled,error,threshold,warning	{"enabled":true,"warning":15,"error":30}	0	0	{}	0		{"enabled":false,"warning":15,"error":30}	False	False		{}	no-write	n/a (block writes nothing)	live door + call	yes
203	complexity.cognitive	T4_enabled_false	enabled: false	callable	B3_enabled_tilde	callable:; enabled: ~	enabled,error,threshold,warning	{"enabled":true,"warning":15,"error":30}	0	0	{}	0		{"enabled":false,"warning":15,"error":30}	False	False		{"enabled":"~(null)"}	dropped	same (0)	live door (blind here) + call	yes
204	complexity.cognitive	T4_enabled_false	enabled: false	callable	B4_enabled_true	callable:; enabled: true	enabled,error,threshold,warning	{"enabled":true,"warning":15,"error":30}	0	0	{}	0		{"enabled":false,"warning":15,"error":30}	False	False		{"enabled":true}	dropped	same (0)	live door (blind here) + call	yes
205	complexity.cognitive	T4_enabled_false	enabled: false	callable	B5_enabled_false	callable:; enabled: false	enabled,error,threshold,warning	{"enabled":true,"warning":15,"error":30}	0	0	{}	0		{"enabled":false,"warning":15,"error":30}	False	False		{"enabled":false}	applied	same (0)	live door (blind here) + call	yes
206	complexity.cognitive	T4_enabled_false	enabled: false	callable	B6_half_band	callable:; warning: 1	enabled,error,threshold,warning	{"enabled":true,"warning":15,"error":30}	0	0	{}	0		{"enabled":false,"warning":15,"error":30}	False	False		{"warning":1}	dropped	same (0)	live door (blind here) + call	yes
207	complexity.cognitive	T4_enabled_false	enabled: false	callable	B7_full_band	callable:; warning: 1; error: 2	enabled,error,threshold,warning	{"enabled":true,"warning":15,"error":30}	0	0	{}	0		{"enabled":false,"warning":15,"error":30}	False	False		{"warning":1,"error":2}	dropped	same (0)	live door (blind here) + call	yes
208	complexity.cognitive	T4_enabled_false	enabled: false	callable	B8_threshold_in_block	callable:; threshold: 1	enabled,error,threshold,warning	{"enabled":true,"warning":15,"error":30}	0	0	{}	0		{"enabled":false,"warning":15,"error":30}	False	False		{"warning":1,"error":1}	dropped	same (0)	live door (blind here) + call	yes
209	complexity.cognitive	T4_enabled_false	enabled: false	callable	B9_unknown_key	callable:; no_such_option: 1	enabled,error,threshold,warning	{"enabled":true,"warning":15,"error":30}	3	0	{}	0	Configuration error: Option "noSuchOption" is not an option of rule "complexity.cognitive" at level "callable". Options at that level: enabled, error,	{}			Qualimetrix\Analysis\Configuration\Contract\Refusal\ConfigurationRefusal: Option "noSuchOption" is not an option of rule "complexity.cognitive" at lev	{"no_such_option":1}	refused	refused	live door (refusal) + call	yes
210	complexity.cognitive	T4_enabled_false	enabled: false	class	B0_absent	(absent)	enabled,max-error,max-warning,threshold	{"enabled":true,"maxWarning":30,"maxError":50}	0	0	{}	0		{"enabled":false,"maxWarning":30,"maxError":50}	False	False		{}	no-write	n/a (block writes nothing)	live door + call	yes
211	complexity.cognitive	T4_enabled_false	enabled: false	class	B1_tilde	class: ~	enabled,max-error,max-warning,threshold	{"enabled":true,"maxWarning":30,"maxError":50}	0	0	{}	0		{"enabled":false,"maxWarning":30,"maxError":50}	False	False		{}	no-write	n/a (block writes nothing)	live door + call	yes
212	complexity.cognitive	T4_enabled_false	enabled: false	class	B2_empty_map	class: {}	enabled,max-error,max-warning,threshold	{"enabled":true,"maxWarning":30,"maxError":50}	0	0	{}	0		{"enabled":false,"maxWarning":30,"maxError":50}	False	False		{}	no-write	n/a (block writes nothing)	live door + call	yes
213	complexity.cognitive	T4_enabled_false	enabled: false	class	B3_enabled_tilde	class:; enabled: ~	enabled,max-error,max-warning,threshold	{"enabled":true,"maxWarning":30,"maxError":50}	0	0	{}	0		{"enabled":false,"maxWarning":30,"maxError":50}	False	False		{"enabled":"~(null)"}	dropped	same (0)	live door (blind here) + call	yes
214	complexity.cognitive	T4_enabled_false	enabled: false	class	B4_enabled_true	class:; enabled: true	enabled,max-error,max-warning,threshold	{"enabled":true,"maxWarning":30,"maxError":50}	0	0	{}	0		{"enabled":false,"maxWarning":30,"maxError":50}	False	False		{"enabled":true}	dropped	same (0)	live door (blind here) + call	yes
215	complexity.cognitive	T4_enabled_false	enabled: false	class	B5_enabled_false	class:; enabled: false	enabled,max-error,max-warning,threshold	{"enabled":true,"maxWarning":30,"maxError":50}	0	0	{}	0		{"enabled":false,"maxWarning":30,"maxError":50}	False	False		{"enabled":false}	applied	same (0)	live door (blind here) + call	yes
216	complexity.cognitive	T4_enabled_false	enabled: false	class	B6_half_band	class:; max_warning: 1	enabled,max-error,max-warning,threshold	{"enabled":true,"maxWarning":30,"maxError":50}	0	0	{}	0		{"enabled":false,"maxWarning":30,"maxError":50}	False	False		{"maxWarning":1}	dropped	same (0)	live door (blind here) + call	yes
217	complexity.cognitive	T4_enabled_false	enabled: false	class	B7_full_band	class:; max_warning: 1; max_error: 2	enabled,max-error,max-warning,threshold	{"enabled":true,"maxWarning":30,"maxError":50}	0	0	{}	0		{"enabled":false,"maxWarning":30,"maxError":50}	False	False		{"maxWarning":1,"maxError":2}	dropped	same (0)	live door (blind here) + call	yes
218	complexity.cognitive	T4_enabled_false	enabled: false	class	B8_threshold_in_block	class:; threshold: 1	enabled,max-error,max-warning,threshold	{"enabled":true,"maxWarning":30,"maxError":50}	0	0	{}	0		{"enabled":false,"maxWarning":30,"maxError":50}	False	False		{"maxWarning":1,"maxError":1}	dropped	same (0)	live door (blind here) + call	yes
219	complexity.cognitive	T4_enabled_false	enabled: false	class	B9_unknown_key	class:; no_such_option: 1	enabled,max-error,max-warning,threshold	{"enabled":true,"maxWarning":30,"maxError":50}	3	0	{}	0	Configuration error: Option "noSuchOption" is not an option of rule "complexity.cognitive" at level "class". Options at that level: enabled, max-error	{}			Qualimetrix\Analysis\Configuration\Contract\Refusal\ConfigurationRefusal: Option "noSuchOption" is not an option of rule "complexity.cognitive" at lev	{"no_such_option":1}	refused	refused	live door (refusal) + call	yes
220	complexity.cognitive	T5_enabled_true	enabled: true	callable	B0_absent	(absent)	enabled,error,threshold,warning	{"enabled":true,"warning":15,"error":30}	0	1	{"warning":1}	0		{"enabled":true,"warning":15,"error":30}	True	True		{}	no-write	n/a (block writes nothing)	live door + call	yes
221	complexity.cognitive	T5_enabled_true	enabled: true	callable	B1_tilde	callable: ~	enabled,error,threshold,warning	{"enabled":true,"warning":15,"error":30}	0	1	{"warning":1}	0		{"enabled":true,"warning":15,"error":30}	True	True		{}	no-write	n/a (block writes nothing)	live door + call	yes
222	complexity.cognitive	T5_enabled_true	enabled: true	callable	B2_empty_map	callable: {}	enabled,error,threshold,warning	{"enabled":true,"warning":15,"error":30}	0	1	{"warning":1}	0		{"enabled":true,"warning":15,"error":30}	True	True		{}	no-write	n/a (block writes nothing)	live door + call	yes
223	complexity.cognitive	T5_enabled_true	enabled: true	callable	B3_enabled_tilde	callable:; enabled: ~	enabled,error,threshold,warning	{"enabled":true,"warning":15,"error":30}	0	1	{"warning":1}	0		{"enabled":true,"warning":15,"error":30}	True	True		{"enabled":"~(null)"}	applied	same (1)	live door (blind here) + call	yes
224	complexity.cognitive	T5_enabled_true	enabled: true	callable	B4_enabled_true	callable:; enabled: true	enabled,error,threshold,warning	{"enabled":true,"warning":15,"error":30}	0	1	{"warning":1}	0		{"enabled":true,"warning":15,"error":30}	True	True		{"enabled":true}	applied	same (1)	live door (blind here) + call	yes
225	complexity.cognitive	T5_enabled_true	enabled: true	callable	B5_enabled_false	callable:; enabled: false	enabled,error,threshold,warning	{"enabled":true,"warning":15,"error":30}	0	0	{}	0		{"enabled":false,"warning":15,"error":30}	False	True		{"enabled":false}	applied	differs (0 vs 1)	live door + call	yes
226	complexity.cognitive	T5_enabled_true	enabled: true	callable	B6_half_band	callable:; warning: 1	enabled,error,threshold,warning	{"enabled":true,"warning":15,"error":30}	0	2	{"warning":2}	0		{"enabled":true,"warning":1,"error":30}	True	True		{"warning":1}	applied	differs (2 vs 1)	live door + call	yes
227	complexity.cognitive	T5_enabled_true	enabled: true	callable	B7_full_band	callable:; warning: 1; error: 2	enabled,error,threshold,warning	{"enabled":true,"warning":15,"error":30}	2	2	{"error":2}	0		{"enabled":true,"warning":1,"error":2}	True	True		{"warning":1,"error":2}	applied	differs (2 vs 1)	live door + call	yes
228	complexity.cognitive	T5_enabled_true	enabled: true	callable	B8_threshold_in_block	callable:; threshold: 1	enabled,error,threshold,warning	{"enabled":true,"warning":15,"error":30}	2	2	{"error":2}	0		{"enabled":true,"warning":1,"error":1}	True	True		{"warning":1,"error":1}	applied	differs (2 vs 1)	live door + call	yes
229	complexity.cognitive	T5_enabled_true	enabled: true	callable	B9_unknown_key	callable:; no_such_option: 1	enabled,error,threshold,warning	{"enabled":true,"warning":15,"error":30}	3	0	{}	0	Configuration error: Option "noSuchOption" is not an option of rule "complexity.cognitive" at level "callable". Options at that level: enabled, error,	{}			Qualimetrix\Analysis\Configuration\Contract\Refusal\ConfigurationRefusal: Option "noSuchOption" is not an option of rule "complexity.cognitive" at lev	{"no_such_option":1}	refused	refused	live door (refusal) + call	yes
230	complexity.cognitive	T5_enabled_true	enabled: true	class	B0_absent	(absent)	enabled,max-error,max-warning,threshold	{"enabled":true,"maxWarning":30,"maxError":50}	0	0	{}	1		{"enabled":true,"maxWarning":30,"maxError":50}	True	True		{}	no-write	n/a (block writes nothing)	live door + call	yes
231	complexity.cognitive	T5_enabled_true	enabled: true	class	B1_tilde	class: ~	enabled,max-error,max-warning,threshold	{"enabled":true,"maxWarning":30,"maxError":50}	0	0	{}	1		{"enabled":true,"maxWarning":30,"maxError":50}	True	True		{}	no-write	n/a (block writes nothing)	live door + call	yes
232	complexity.cognitive	T5_enabled_true	enabled: true	class	B2_empty_map	class: {}	enabled,max-error,max-warning,threshold	{"enabled":true,"maxWarning":30,"maxError":50}	0	0	{}	1		{"enabled":true,"maxWarning":30,"maxError":50}	True	True		{}	no-write	n/a (block writes nothing)	live door + call	yes
