consumer	consumer_owner	dependency	dependency_owner	dependency_visibility
Qualimetrix\Analysis\Policy\Inline\Directive\Audit\DirectiveUsage	Analysis.Policy.Inline	Qualimetrix\Analysis\Finding\Contract\Rule\RuleSelector	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Inline\Directive\Audit\DirectiveUsage	Analysis.Policy.Inline	Qualimetrix\Analysis\Finding\Contract\Severity	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Inline\Directive\Audit\DirectiveUsage	Analysis.Policy.Inline	Qualimetrix\Core\Path\RelativePath	Core.Path	contract
Qualimetrix\Analysis\Policy\Inline\Directive\Audit\ExecutionFingerprint	Analysis.Policy.Inline	Qualimetrix\Analysis\Finding\Contract\Finding	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Inline\Directive\Audit\ExecutionFingerprint	Analysis.Policy.Inline	Qualimetrix\Analysis\Finding\Contract\Location	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Inline\Directive\Audit\StaleDirectiveFinding	Analysis.Policy.Inline	Qualimetrix\Analysis\Finding\Contract\Finding	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Inline\Directive\Audit\StaleDirectiveFinding	Analysis.Policy.Inline	Qualimetrix\Analysis\Finding\Contract\Location	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Inline\Directive\Audit\StaleDirectiveFinding	Analysis.Policy.Inline	Qualimetrix\Analysis\Finding\Contract\Severity	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Inline\Directive\Audit\StaleDirectiveFinding	Analysis.Policy.Inline	Qualimetrix\Core\Path\RelativePath	Core.Path	contract
Qualimetrix\Analysis\Policy\Inline\Directive\Audit\StaleDirectiveFinding	Analysis.Policy.Inline	Qualimetrix\Core\Symbol\MetricSubject	Core.Symbol	contract
Qualimetrix\Analysis\Policy\Inline\Directive\Audit\StaleDirectiveFinding	Analysis.Policy.Inline	Qualimetrix\Core\Symbol\SymbolPath	Core.Symbol	contract
Qualimetrix\Analysis\Policy\Inline\Directive\Audit\ThresholdDirectiveAudit	Analysis.Policy.Inline	Qualimetrix\Analysis\Finding\Contract\ChannelDeclarationRegistryInterface	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Inline\Directive\Audit\ThresholdDirectiveAudit	Analysis.Policy.Inline	Qualimetrix\Analysis\Finding\Contract\ChannelIdentityInterface	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Inline\Directive\Audit\ThresholdDirectiveAudit	Analysis.Policy.Inline	Qualimetrix\Analysis\Finding\Contract\Finding	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Inline\Directive\Audit\ThresholdDirectiveAudit	Analysis.Policy.Inline	Qualimetrix\Analysis\Finding\Contract\LevelActivity	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Inline\Directive\Audit\ThresholdDirectiveAudit	Analysis.Policy.Inline	Qualimetrix\Analysis\Finding\Contract\RuleConfigurationInterface	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Inline\Directive\Audit\ThresholdDirectiveAudit	Analysis.Policy.Inline	Qualimetrix\Analysis\Finding\Contract\Rule\AnalysisContext	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Inline\Directive\Audit\ThresholdDirectiveAudit	Analysis.Policy.Inline	Qualimetrix\Analysis\Finding\Contract\Rule\RuleSelector	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Inline\Directive\Audit\ThresholdDirectiveAudit	Analysis.Policy.Inline	Qualimetrix\Analysis\Finding\Contract\Threshold\ThresholdOverride	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Inline\Directive\Audit\ThresholdDirectiveAudit	Analysis.Policy.Inline	Qualimetrix\Core\Symbol\SymbolLevelProjection	Core.Symbol	contract
Qualimetrix\Analysis\Policy\Inline\Directive\DirectiveAddressability	Analysis.Policy.Inline	Qualimetrix\Analysis\Finding\Contract\ChannelDeclarationRegistryInterface	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Inline\Directive\DirectiveAddressability	Analysis.Policy.Inline	Qualimetrix\Analysis\Finding\Contract\ChannelIdentityInterface	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Inline\Directive\DirectiveAddressability	Analysis.Policy.Inline	Qualimetrix\Analysis\Finding\Contract\FindingChannel	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Inline\Directive\DirectiveAddressability	Analysis.Policy.Inline	Qualimetrix\Analysis\Finding\Contract\Rule\ChannelLevelAddressing	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Inline\Directive\DirectiveAddressability	Analysis.Policy.Inline	Qualimetrix\Analysis\Finding\Contract\Rule\ChannelLevelSelector	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Inline\Directive\DirectiveAddressability	Analysis.Policy.Inline	Qualimetrix\Analysis\Finding\Contract\Threshold\ThresholdOverride	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Inline\Directive\DirectiveChannelBan	Analysis.Policy.Inline	Qualimetrix\Analysis\Finding\Contract\ChannelIdentityInterface	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Inline\Directive\DirectiveChannelBan	Analysis.Policy.Inline	Qualimetrix\Analysis\Finding\Contract\Rule\NameSelector	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Inline\Directive\DirectiveLevels	Analysis.Policy.Inline	Qualimetrix\Core\Symbol\SymbolLevelProjection	Core.Symbol	contract
Qualimetrix\Analysis\Policy\Inline\Directive\DirectiveNameHints	Analysis.Policy.Inline	Qualimetrix\Analysis\Finding\Contract\ChannelDeclarationRegistryInterface	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Inline\Directive\DirectiveNameHints	Analysis.Policy.Inline	Qualimetrix\Analysis\Finding\Contract\ChannelIdentityInterface	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Inline\Directive\DirectiveNameHints	Analysis.Policy.Inline	Qualimetrix\Analysis\Finding\Contract\FindingChannel	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Inline\Directive\DirectiveNameHints	Analysis.Policy.Inline	Qualimetrix\Analysis\Finding\Contract\Rule\NameSelector	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Inline\Directive\InlineDirectiveOptions	Analysis.Policy.Inline	Qualimetrix\Analysis\Configuration\Contract\Refusal\ConfigurationRefusal	Analysis.Configuration	contract
Qualimetrix\Analysis\Policy\Inline\Directive\InlineDirectiveOptions	Analysis.Policy.Inline	Qualimetrix\Analysis\Configuration\Contract\Refusal\RefusedPosition	Analysis.Configuration	contract
Qualimetrix\Analysis\Policy\Inline\Directive\InlineDirectiveOptions	Analysis.Policy.Inline	Qualimetrix\Analysis\Finding\Contract\Rule\RuleOptionKey	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Inline\Directive\InlineDirectiveOptions	Analysis.Policy.Inline	Qualimetrix\Analysis\Finding\Contract\Rule\RuleOptionKeySet	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Inline\Directive\InlineDirectiveOptions	Analysis.Policy.Inline	Qualimetrix\Analysis\Finding\Contract\Rule\RuleOptionShape	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Inline\Directive\InlineDirectiveOptions	Analysis.Policy.Inline	Qualimetrix\Analysis\Finding\Contract\Rule\RuleOptionsInterface	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Inline\Directive\InlineDirectiveOptions	Analysis.Policy.Inline	Qualimetrix\Analysis\Finding\Contract\Severity	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Inline\Directive\InlineDirectivePolicy	Analysis.Policy.Inline	Qualimetrix\Analysis\Finding\Contract\LevelActivity	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Inline\Directive\InlineDirectivePolicy	Analysis.Policy.Inline	Qualimetrix\Analysis\Finding\Contract\Severity	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Inline\Directive\InlineDirectivePolicy	Analysis.Policy.Inline	Qualimetrix\Analysis\Finding\Contract\Threshold\ThresholdOverride	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Inline\Directive\InlineDirectiveValidator	Analysis.Policy.Inline	Qualimetrix\Analysis\Finding\Contract\ChannelDeclaration	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Inline\Directive\InlineDirectiveValidator	Analysis.Policy.Inline	Qualimetrix\Analysis\Finding\Contract\ChannelDeclarationRegistryInterface	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Inline\Directive\InlineDirectiveValidator	Analysis.Policy.Inline	Qualimetrix\Analysis\Finding\Contract\ChannelIdentityInterface	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Inline\Directive\InlineDirectiveValidator	Analysis.Policy.Inline	Qualimetrix\Analysis\Finding\Contract\ChannelShape	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Inline\Directive\InlineDirectiveValidator	Analysis.Policy.Inline	Qualimetrix\Analysis\Finding\Contract\ConfigurationValidatorInterface	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Inline\Directive\InlineDirectiveValidator	Analysis.Policy.Inline	Qualimetrix\Analysis\Finding\Contract\Finding	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Inline\Directive\InlineDirectiveValidator	Analysis.Policy.Inline	Qualimetrix\Analysis\Finding\Contract\Location	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Inline\Directive\InlineDirectiveValidator	Analysis.Policy.Inline	Qualimetrix\Analysis\Finding\Contract\Rule\AnalysisContext	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Inline\Directive\InlineDirectiveValidator	Analysis.Policy.Inline	Qualimetrix\Analysis\Finding\Contract\Rule\RuleOptionsInterface	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Inline\Directive\InlineDirectiveValidator	Analysis.Policy.Inline	Qualimetrix\Analysis\Finding\Contract\Severity	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Inline\Directive\InlineDirectiveValidator	Analysis.Policy.Inline	Qualimetrix\Analysis\Finding\Contract\Threshold\ThresholdOverride	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Inline\Directive\InlineDirectiveValidator	Analysis.Policy.Inline	Qualimetrix\Core\Path\RelativePath	Core.Path	contract
Qualimetrix\Analysis\Policy\Inline\Directive\InlineDirectiveValidator	Analysis.Policy.Inline	Qualimetrix\Core\Symbol\MetricSubject	Core.Symbol	contract
Qualimetrix\Analysis\Policy\Inline\Directive\InlineDirectiveValidator	Analysis.Policy.Inline	Qualimetrix\Core\Symbol\SymbolLevel	Core.Symbol	contract
Qualimetrix\Analysis\Policy\Inline\Directive\InlineDirectiveValidator	Analysis.Policy.Inline	Qualimetrix\Core\Symbol\SymbolPath	Core.Symbol	contract
Qualimetrix\Analysis\Policy\Inline\Directive\UnusedDirectiveRule	Analysis.Policy.Inline	Qualimetrix\Analysis\Finding\Contract\ChannelDeclaration	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Inline\Directive\UnusedDirectiveRule	Analysis.Policy.Inline	Qualimetrix\Analysis\Finding\Contract\ChannelShape	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Inline\Directive\UnusedDirectiveRule	Analysis.Policy.Inline	Qualimetrix\Analysis\Finding\Contract\Rule\AbstractRule	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Inline\Directive\UnusedDirectiveRule	Analysis.Policy.Inline	Qualimetrix\Analysis\Finding\Contract\Rule\AnalysisContext	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Inline\Directive\UnusedDirectiveRule	Analysis.Policy.Inline	Qualimetrix\Analysis\Finding\Contract\Rule\RuleOptionsInterface	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Inline\Directive\UnusedDirectiveRule	Analysis.Policy.Inline	Qualimetrix\Core\Symbol\SymbolLevel	Core.Symbol	contract
Qualimetrix\Analysis\Policy\Inline\Extraction\DeclarationControlBindings	Analysis.Policy.Inline	Qualimetrix\Analysis\Evidence\Measurement\Contract\CallableWithMetrics	Analysis.Evidence.Measurement	contract
Qualimetrix\Analysis\Policy\Inline\Extraction\DeclarationControlBindings	Analysis.Policy.Inline	Qualimetrix\Analysis\Finding\Contract\Control\ControlScope	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Inline\Extraction\DeclarationControlBindings	Analysis.Policy.Inline	Qualimetrix\Core\Path\RelativePath	Core.Path	contract
Qualimetrix\Analysis\Policy\Inline\Extraction\DeclarationControlBindings	Analysis.Policy.Inline	Qualimetrix\Core\Symbol\MetricSubject	Core.Symbol	contract
Qualimetrix\Analysis\Policy\Inline\Extraction\DeclarationControlBindings	Analysis.Policy.Inline	Qualimetrix\Core\Symbol\SymbolPath	Core.Symbol	contract
Qualimetrix\Analysis\Policy\Inline\Extraction\SourceControlExtractor	Analysis.Policy.Inline	Qualimetrix\Analysis\Finding\Contract\Control\ControlScope	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Inline\Extraction\SourceControlExtractor	Analysis.Policy.Inline	Qualimetrix\Core\Path\RelativePath	Core.Path	contract
Qualimetrix\Analysis\Policy\Inline\Suppression\SuppressionFilter	Analysis.Policy.Inline	Qualimetrix\Analysis\Finding\Contract\Filter\FindingFilterInterface	Analysis.Finding	contract
Qualimetrix\Analysis\Policy\Inline\Suppression\SuppressionFilter	Analysis.Policy.Inline	Qualimetrix\Analysis\Finding\Contract\Finding	Analysis.Finding	contract
Qualimetrix\Analysis\Run\Collection\CollectionOrchestrator	Analysis.Run	Qualimetrix\Analysis\Evidence\Measurement\Contract\ClassWithMetrics	Analysis.Evidence.Measurement	contract
Qualimetrix\Analysis\Run\Collection\CollectionOrchestrator	Analysis.Run	Qualimetrix\Analysis\Evidence\Measurement\Contract\DerivedMetricExtractorInterface	Analysis.Evidence.Measurement	contract
Qualimetrix\Analysis\Run\Collection\CollectionOrchestrator	Analysis.Run	Qualimetrix\Analysis\Evidence\Measurement\Contract\MetricBag	Analysis.Evidence.Measurement	contract
Qualimetrix\Analysis\Run\Collection\CollectionOrchestrator	Analysis.Run	Qualimetrix\Analysis\Evidence\Measurement\Contract\MetricRepositoryInterface	Analysis.Evidence.Measurement	contract
Qualimetrix\Analysis\Run\Collection\CollectionOrchestrator	Analysis.Run	Qualimetrix\Core\Path\AbsolutePath	Core.Path	contract
Qualimetrix\Analysis\Run\Collection\CollectionOrchestrator	Analysis.Run	Qualimetrix\Core\Path\PathFactory	Core.Path	contract
Qualimetrix\Analysis\Run\Collection\CollectionOrchestrator	Analysis.Run	Qualimetrix\Core\Profiler\Contract\ProfilerInterface	Core.Profiler	contract
Qualimetrix\Analysis\Run\Collection\CollectionOrchestrator	Analysis.Run	Qualimetrix\Core\Symbol\SymbolPath	Core.Symbol	contract
Qualimetrix\Analysis\Run\Collection\FileProcessor	Analysis.Run	Qualimetrix\Analysis\Evidence\Measurement\Contract\CallableMetricsProviderInterface	Analysis.Evidence.Measurement	contract
Qualimetrix\Analysis\Run\Collection\FileProcessor	Analysis.Run	Qualimetrix\Analysis\Evidence\Measurement\Contract\CallableWithMetrics	Analysis.Evidence.Measurement	contract
Qualimetrix\Analysis\Run\Collection\FileProcessor	Analysis.Run	Qualimetrix\Analysis\Evidence\Measurement\Contract\ClassMetricsProviderInterface	Analysis.Evidence.Measurement	contract
Qualimetrix\Analysis\Run\Collection\FileProcessor	Analysis.Run	Qualimetrix\Analysis\Evidence\Measurement\Contract\CollectionOutput	Analysis.Evidence.Measurement	contract
Qualimetrix\Analysis\Run\Collection\FileProcessor	Analysis.Run	Qualimetrix\Analysis\Evidence\Measurement\Contract\FileMeasurementCollectorInterface	Analysis.Evidence.Measurement	contract
Qualimetrix\Analysis\Run\Collection\FileProcessor	Analysis.Run	Qualimetrix\Analysis\Evidence\Measurement\Contract\NamespaceMetricProviderInterface	Analysis.Evidence.Measurement	contract
Qualimetrix\Analysis\Run\Collection\FileProcessor	Analysis.Run	Qualimetrix\Analysis\Policy\Inline\Contract\SourceControlExtractorInterface	Analysis.Policy.Inline	contract
Qualimetrix\Analysis\Run\Collection\FileProcessor	Analysis.Run	Qualimetrix\Core\Ast\FileParserInterface	Core.Neutral	contract
Qualimetrix\Analysis\Run\Collection\FileProcessor	Analysis.Run	Qualimetrix\Core\Exception\ParseException	Core.Neutral	contract
Qualimetrix\Analysis\Run\Collection\FileProcessor	Analysis.Run	Qualimetrix\Core\Path\AbsolutePath	Core.Path	contract
Qualimetrix\Analysis\Run\Collection\FileProcessor	Analysis.Run	Qualimetrix\Core\Path\PathFactory	Core.Path	contract
Qualimetrix\Analysis\Run\Collection\FileProcessor	Analysis.Run	Qualimetrix\Core\Path\RelativePath	Core.Path	contract
Qualimetrix\Analysis\Run\Configuration\ProjectScopeCoverage	Analysis.Run	Qualimetrix\Analysis\Configuration\Contract\Discovery\ComposerAutoloadPathReaderInterface	Analysis.Configuration	contract
Qualimetrix\Analysis\Run\Configuration\ProjectScopeCoverage	Analysis.Run	Qualimetrix\Analysis\Configuration\Contract\Refusal\ConfigurationRefusal	Analysis.Configuration	contract
Qualimetrix\Analysis\Run\Configuration\ProjectScopeCoverage	Analysis.Run	Qualimetrix\Core\Path\AbsolutePath	Core.Path	contract
Qualimetrix\Analysis\Run\Configuration\ProjectScopeCoverage	Analysis.Run	Qualimetrix\Core\Path\PathFactory	Core.Path	contract
Qualimetrix\Analysis\Run\Configuration\ProjectScopeCoverage	Analysis.Run	Qualimetrix\Core\Path\RelativePath	Core.Path	contract
Qualimetrix\Analysis\Run\Configuration\RunConfigurationResolver	Analysis.Run	Qualimetrix\Analysis\Configuration\ConfigSchema	Analysis.Configuration	contract
Qualimetrix\Analysis\Run\Configuration\RunConfigurationResolver	Analysis.Run	Qualimetrix\Analysis\Configuration\Contract\ConfigurationDocument	Analysis.Configuration	contract
Qualimetrix\Analysis\Run\Configuration\RunConfigurationResolver	Analysis.Run	Qualimetrix\Analysis\Configuration\Contract\Refusal\ConfigurationOrigin	Analysis.Configuration	contract
Qualimetrix\Analysis\Run\Configuration\RunConfigurationResolver	Analysis.Run	Qualimetrix\Analysis\Configuration\Contract\Refusal\ConfigurationRefusal	Analysis.Configuration	contract
Qualimetrix\Analysis\Run\Configuration\RunConfigurationResolver	Analysis.Run	Qualimetrix\Analysis\Configuration\Contract\Refusal\ConfigurationSource	Analysis.Configuration	contract
Qualimetrix\Analysis\Run\Configuration\RunConfigurationResolver	Analysis.Run	Qualimetrix\Analysis\Configuration\SelectorYamlDecoder	Analysis.Configuration	contract
Qualimetrix\Analysis\Run\Configuration\RunConfigurationResolver	Analysis.Run	Qualimetrix\Core\Path\AbsolutePath	Core.Path	contract
Qualimetrix\Analysis\Run\Configuration\RunConfigurationResolver	Analysis.Run	Qualimetrix\Core\Path\PathFactory	Core.Path	contract
Qualimetrix\Analysis\Run\Configuration\RunConfigurationResolver	Analysis.Run	Qualimetrix\Core\Pattern\PathPattern	Core.Neutral	contract
Qualimetrix\Analysis\Run\Configuration\RunConfigurationResolver	Analysis.Run	Qualimetrix\Core\Pattern\SelectorDefinition	Core.Neutral	contract
Qualimetrix\Analysis\Run\Contract\Collection\CollectionOrchestratorInterface	Analysis.Run	Qualimetrix\Analysis\Evidence\Measurement\Contract\MetricRepositoryInterface	Analysis.Evidence.Measurement	contract
Qualimetrix\Analysis\Run\Contract\Collection\CollectionOrchestratorInterface	Analysis.Run	Qualimetrix\Core\Path\AbsolutePath	Core.Path	contract
Qualimetrix\Analysis\Run\Contract\Collection\CollectionPhaseOutput	Analysis.Run	Qualimetrix\Core\Path\RelativePath	Core.Path	contract
Qualimetrix\Analysis\Run\Contract\Collection\FileProcessingResult	Analysis.Run	Qualimetrix\Analysis\Evidence\Measurement\Contract\MetricBag	Analysis.Evidence.Measurement	contract
