path	fqcn	kind	proposed_owner	proposed_status	consumers
src/Analysis/Evidence/ComputedMetrics/Contract/Definition/ComputedMetricDefinitionCatalogInterface.php	Qualimetrix\Analysis\Evidence\ComputedMetrics\Contract\Definition\ComputedMetricDefinitionCatalogInterface	interface	Analysis.Evidence.ComputedMetrics	contract	"[{""owner"":""Analysis.Evidence.ComputedMetrics.Health"",""source_fqcn"":""Qualimetrix\\Analysis\\Evidence\\ComputedMetrics\\Health\\Contract\\DrillDown\\HealthScoreDrillDown""},{""owner"":""Analysis.Evidence.ComputedMetrics.Health"",""source_fqcn"":""Qualimetrix\\Analysis\\Evidence\\ComputedMetrics\\Health\\Contract\\DrillDown\\WorstClassDrillDown""},{""owner"":""Analysis.Evidence.ComputedMetrics.Health"",""source_fqcn"":""Qualimetrix\\Analysis\\Evidence\\ComputedMetrics\\Health\\Contract\\Summary\\HealthSummaryBuilder""},{""owner"":""Infrastructure.Rule"",""source_fqcn"":""Qualimetrix\\Infrastructure\\Rule\\ChannelUniverse""},{""owner"":""Reporting"",""source_fqcn"":""Qualimetrix\\Reporting\\Formatter\\Html\\HtmlTreeBuilder""},{""owner"":""Infrastructure.Rule"",""source_fqcn"":""Qualimetrix\\Infrastructure\\Rule\\ComputedMetricChannelPresentation""}]"
src/Analysis/Evidence/ComputedMetrics/Contract/Definition/HealthDimension.php	Qualimetrix\Analysis\Evidence\ComputedMetrics\Contract\Definition\HealthDimension	enum	Analysis.Evidence.ComputedMetrics	contract	"[{""owner"":""Analysis.Evidence.ComputedMetrics.Health"",""source_fqcn"":""Qualimetrix\\Analysis\\Evidence\\ComputedMetrics\\Health\\Configuration\\HealthFormulaExcluder""},{""owner"":""Analysis.Evidence.ComputedMetrics.Health"",""source_fqcn"":""Qualimetrix\\Analysis\\Evidence\\ComputedMetrics\\Health\\Contract\\DrillDown\\HealthScoreDrillDown""},{""owner"":""Analysis.Evidence.ComputedMetrics.Health"",""source_fqcn"":""Qualimetrix\\Analysis\\Evidence\\ComputedMetrics\\Health\\Contract\\DrillDown\\WorstClassDrillDown""},{""owner"":""Analysis.Evidence.ComputedMetrics.Health"",""source_fqcn"":""Qualimetrix\\Analysis\\Evidence\\ComputedMetrics\\Health\\Contract\\Summary\\HealthSummaryBuilder""},{""owner"":""Reporting"",""source_fqcn"":""Qualimetrix\\Reporting\\Formatter\\Html\\HtmlMetricAggregator""},{""owner"":""Reporting"",""source_fqcn"":""Qualimetrix\\Reporting\\Formatter\\Json\\JsonHealthSection""},{""owner"":""Reporting"",""source_fqcn"":""Qualimetrix\\Reporting\\Formatter\\Summary\\HealthBarRenderer""}]"
src/Analysis/Evidence/ComputedMetrics/Contract/Definition/ResolvedComputedMetricDefinitions.php	Qualimetrix\Analysis\Evidence\ComputedMetrics\Contract\Definition\ResolvedComputedMetricDefinitions	class	Analysis.Evidence.ComputedMetrics	contract	"[{""owner"":""Infrastructure.Console"",""source_fqcn"":""Qualimetrix\\Infrastructure\\Console\\AnalysisRuntimeConfigurator""},{""owner"":""Infrastructure.Console"",""source_fqcn"":""Qualimetrix\\Infrastructure\\Console\\RuleInputValidator""},{""owner"":""Infrastructure.Rule"",""source_fqcn"":""Qualimetrix\\Infrastructure\\Rule\\Contract\\RuleChannelSnapshotFactoryInterface""}]"
src/Analysis/Evidence/ComputedMetrics/Contract/Evaluation/ComputedMetricEvaluator.php	Qualimetrix\Analysis\Evidence\ComputedMetrics\Contract\Evaluation\ComputedMetricEvaluator	class	Analysis.Evidence.ComputedMetrics	contract	"[{""owner"":""Analysis.Run"",""source_fqcn"":""Qualimetrix\\Analysis\\Run\\Pipeline\\AnalysisPipeline""}]"
src/Analysis/Evidence/ComputedMetrics/Contract/Evaluation/ComputedMetricExpression.php	Qualimetrix\Analysis\Evidence\ComputedMetrics\Contract\Evaluation\ComputedMetricExpression	class	Analysis.Evidence.ComputedMetrics	contract	"[{""owner"":""Analysis.Evidence.ComputedMetrics.Health"",""source_fqcn"":""Qualimetrix\\Analysis\\Evidence\\ComputedMetrics\\Health\\Configuration\\WeightedHealthFormula""},{""owner"":""Analysis.Evidence.ComputedMetrics.Health"",""source_fqcn"":""Qualimetrix\\Analysis\\Evidence\\ComputedMetrics\\Health\\Configuration\\HealthFormulaExcluder""}]"
src/Analysis/Evidence/ComputedMetrics/Contract/Evaluation/MetricLookup.php	Qualimetrix\Analysis\Evidence\ComputedMetrics\Contract\Evaluation\MetricLookup	class	Analysis.Evidence.ComputedMetrics	internal	[]
src/Analysis/Evidence/ComputedMetrics/Contract/Finding/ComputedMetricChannelFamily.php	Qualimetrix\Analysis\Evidence\ComputedMetrics\Contract\Finding\ComputedMetricChannelFamily	class	Analysis.Evidence.ComputedMetrics	contract	"[{""owner"":""Infrastructure.DependencyInjection"",""source_fqcn"":""Qualimetrix\\Infrastructure\\DependencyInjection\\CompilerPass\\ChannelDeclarationCompilerPass""},{""owner"":""Infrastructure.DependencyInjection"",""source_fqcn"":""Qualimetrix\\Infrastructure\\DependencyInjection\\Configurator\\ComputedMetricsConfigurator""}]"
src/Analysis/Evidence/ComputedMetrics/Finding/ComputedMetricFindingBuilder.php	Qualimetrix\Analysis\Evidence\ComputedMetrics\Finding\ComputedMetricFindingBuilder	class	Analysis.Evidence.ComputedMetrics	internal	[]
src/Analysis/Evidence/ComputedMetrics/Health/Configuration/HealthFormulaExcluder.php	Qualimetrix\Analysis\Evidence\ComputedMetrics\Health\Configuration\HealthFormulaExcluder	class	Analysis.Evidence.ComputedMetrics.Health	internal	[]
src/Analysis/Evidence/ComputedMetrics/Health/Configuration/WeightedHealthFormula.php	Qualimetrix\Analysis\Evidence\ComputedMetrics\Health\Configuration\WeightedHealthFormula	class	Analysis.Evidence.ComputedMetrics.Health	internal	[]
src/Analysis/Evidence/ComputedMetrics/Health/Contract/DrillDown/HealthScoreDrillDown.php	Qualimetrix\Analysis\Evidence\ComputedMetrics\Health\Contract\DrillDown\HealthScoreDrillDown	class	Analysis.Evidence.ComputedMetrics.Health	contract	"[{""owner"":""Reporting"",""source_fqcn"":""Qualimetrix\\Reporting\\Health\\HealthScoreResolver""}]"
src/Analysis/Evidence/ComputedMetrics/Health/Contract/DrillDown/WorstClassDrillDown.php	Qualimetrix\Analysis\Evidence\ComputedMetrics\Health\Contract\DrillDown\WorstClassDrillDown	class	Analysis.Evidence.ComputedMetrics.Health	contract	"[{""owner"":""Reporting"",""source_fqcn"":""Qualimetrix\\Reporting\\Formatter\\Json\\JsonOffenderSection""},{""owner"":""Reporting"",""source_fqcn"":""Qualimetrix\\Reporting\\Formatter\\Summary\\OffenderListRenderer""}]"
src/Analysis/Evidence/ComputedMetrics/Health/Contract/Metadata/HealthMetricMetadataCollection.php	Qualimetrix\Analysis\Evidence\ComputedMetrics\Health\Contract\Metadata\HealthMetricMetadataCollection	class	Analysis.Evidence.ComputedMetrics.Health	contract	"[{""owner"":""Reporting"",""source_fqcn"":""Qualimetrix\\Reporting\\Health\\HealthHintProjector""}]"
src/Analysis/Evidence/ComputedMetrics/Health/Contract/Metadata/HealthMetricMetadataProviderInterface.php	Qualimetrix\Analysis\Evidence\ComputedMetrics\Health\Contract\Metadata\HealthMetricMetadataProviderInterface	interface	Analysis.Evidence.ComputedMetrics.Health	contract	"[{""owner"":""Reporting"",""source_fqcn"":""Qualimetrix\\Reporting\\Health\\HealthHintProjector""}]"
src/Analysis/Evidence/ComputedMetrics/Health/Contract/Offender/RankedOffenderLevels.php	Qualimetrix\Analysis\Evidence\ComputedMetrics\Health\Contract\Offender\RankedOffenderLevels	class	Analysis.Evidence.ComputedMetrics.Health	contract	"[{""owner"":""Reporting"",""source_fqcn"":""Qualimetrix\\Reporting\\DrillDown\\DrillDownBinding""}]"
src/Analysis/Evidence/ComputedMetrics/Health/Contract/Offender/WorstOffender.php	Qualimetrix\Analysis\Evidence\ComputedMetrics\Health\Contract\Offender\WorstOffender	class	Analysis.Evidence.ComputedMetrics.Health	contract	"[{""owner"":""Reporting"",""source_fqcn"":""Qualimetrix\\Reporting\\DrillDown\\FindingFilter""},{""owner"":""Reporting"",""source_fqcn"":""Qualimetrix\\Reporting\\Formatter\\Json\\JsonOffenderSection""},{""owner"":""Reporting"",""source_fqcn"":""Qualimetrix\\Reporting\\Formatter\\Summary\\OffenderListRenderer""}]"
src/Analysis/Evidence/ComputedMetrics/Health/Contract/Score/CoverageUnit.php	Qualimetrix\Analysis\Evidence\ComputedMetrics\Health\Contract\Score\CoverageUnit	enum	Analysis.Evidence.ComputedMetrics.Health	contract	"[{""owner"":""Reporting"",""relation"":""contract_surface"",""source_fqcn"":""Qualimetrix\\Reporting\\Formatter\\Health\\HealthCoverageNarrator"",""carrier_fqcn"":""Qualimetrix\\Analysis\\Evidence\\ComputedMetrics\\Health\\Contract\\Score\\HealthCoverage""},{""owner"":""Reporting"",""relation"":""contract_surface"",""source_fqcn"":""Qualimetrix\\Reporting\\Formatter\\Json\\JsonHealthSection"",""carrier_fqcn"":""Qualimetrix\\Analysis\\Evidence\\ComputedMetrics\\Health\\Contract\\Score\\HealthCoverage""}]"
src/Analysis/Evidence/ComputedMetrics/Health/Contract/Score/DecompositionItem.php	Qualimetrix\Analysis\Evidence\ComputedMetrics\Health\Contract\Score\DecompositionItem	class	Analysis.Evidence.ComputedMetrics.Health	contract	"[{""owner"":""Reporting"",""source_fqcn"":""Qualimetrix\\Reporting\\Formatter\\Health\\HealthTextFormatter""},{""owner"":""Reporting"",""source_fqcn"":""Qualimetrix\\Reporting\\Formatter\\Json\\JsonHealthSection""},{""owner"":""Reporting"",""source_fqcn"":""Qualimetrix\\Reporting\\Formatter\\Summary\\HealthBarRenderer""}]"
src/Analysis/Evidence/ComputedMetrics/Health/Contract/Score/HealthContributor.php	Qualimetrix\Analysis\Evidence\ComputedMetrics\Health\Contract\Score\HealthContributor	class	Analysis.Evidence.ComputedMetrics.Health	contract	"[{""owner"":""Reporting"",""source_fqcn"":""Qualimetrix\\Reporting\\Formatter\\Json\\JsonHealthSection""}]"
src/Analysis/Evidence/ComputedMetrics/Health/Contract/Score/HealthCoverage.php	Qualimetrix\Analysis\Evidence\ComputedMetrics\Health\Contract\Score\HealthCoverage	class	Analysis.Evidence.ComputedMetrics.Health	contract	"[{""owner"":""Reporting"",""source_fqcn"":""Qualimetrix\\Reporting\\Formatter\\Json\\JsonHealthSection""},{""owner"":""Reporting"",""source_fqcn"":""Qualimetrix\\Reporting\\Formatter\\Health\\HealthCoverageNarrator""}]"
src/Analysis/Evidence/ComputedMetrics/Health/Contract/Score/HealthScore.php	Qualimetrix\Analysis\Evidence\ComputedMetrics\Health\Contract\Score\HealthScore	class	Analysis.Evidence.ComputedMetrics.Health	contract	"[{""owner"":""Reporting"",""source_fqcn"":""Qualimetrix\\Reporting\\Formatter\\Health\\HealthCoverageNarrator""},{""owner"":""Reporting"",""source_fqcn"":""Qualimetrix\\Reporting\\Formatter\\Health\\HealthTextFormatter""},{""owner"":""Reporting"",""source_fqcn"":""Qualimetrix\\Reporting\\Formatter\\Html\\HtmlTreeBuilder""},{""owner"":""Reporting"",""source_fqcn"":""Qualimetrix\\Reporting\\Formatter\\Summary\\HealthBarRenderer""}]"
src/Analysis/Evidence/ComputedMetrics/Health/Contract/Summary/HealthSummary.php	Qualimetrix\Analysis\Evidence\ComputedMetrics\Health\Contract\Summary\HealthSummary	class	Analysis.Evidence.ComputedMetrics.Health	contract	"[{""owner"":""Reporting"",""source_fqcn"":""Qualimetrix\\Reporting\\Health\\SummaryEnricher""}]"
src/Analysis/Evidence/ComputedMetrics/Health/Contract/Summary/HealthSummaryBuilder.php	Qualimetrix\Analysis\Evidence\ComputedMetrics\Health\Contract\Summary\HealthSummaryBuilder	class	Analysis.Evidence.ComputedMetrics.Health	contract	"[{""owner"":""Reporting"",""source_fqcn"":""Qualimetrix\\Reporting\\Health\\SummaryEnricher""}]"
src/Analysis/Evidence/ComputedMetrics/Health/Metadata/HealthDecompositionCatalog.php	Qualimetrix\Analysis\Evidence\ComputedMetrics\Health\Metadata\HealthDecompositionCatalog	class	Analysis.Evidence.ComputedMetrics.Health	internal	[]
src/Analysis/Evidence/ComputedMetrics/Health/Metadata/HealthDimensionCatalog.php	Qualimetrix\Analysis\Evidence\ComputedMetrics\Health\Metadata\HealthDimensionCatalog	class	Analysis.Evidence.ComputedMetrics.Health	internal	[]
src/Analysis/Evidence/ComputedMetrics/Health/Metadata/HealthMetricCatalog.php	Qualimetrix\Analysis\Evidence\ComputedMetrics\Health\Metadata\HealthMetricCatalog	class	Analysis.Evidence.ComputedMetrics.Health	internal	[]
src/Analysis/Evidence/ComputedMetrics/Health/Metadata/MetricHintCatalog.php	Qualimetrix\Analysis\Evidence\ComputedMetrics\Health\Metadata\MetricHintCatalog	class	Analysis.Evidence.ComputedMetrics.Health	internal	[]
src/Analysis/Evidence/ComputedMetrics/Health/Offender/HealthReasonBuilder.php	Qualimetrix\Analysis\Evidence\ComputedMetrics\Health\Offender\HealthReasonBuilder	class	Analysis.Evidence.ComputedMetrics.Health	internal	[]
src/Analysis/Evidence/ComputedMetrics/Health/Offender/WorstOffenderBuilder.php	Qualimetrix\Analysis\Evidence\ComputedMetrics\Health\Offender\WorstOffenderBuilder	class	Analysis.Evidence.ComputedMetrics.Health	internal	[]
src/Analysis/Evidence/ComputedMetrics/Health/Offender/WorstOffenderEvidence.php	Qualimetrix\Analysis\Evidence\ComputedMetrics\Health\Offender\WorstOffenderEvidence	class	Analysis.Evidence.ComputedMetrics.Health	internal	[]
src/Analysis/Evidence/ComputedMetrics/Health/Score/ContributorRanker.php	Qualimetrix\Analysis\Evidence\ComputedMetrics\Health\Score\ContributorRanker	class	Analysis.Evidence.ComputedMetrics.Health	internal	[]
src/Analysis/Evidence/ComputedMetrics/Health/Score/CoverageReader.php	Qualimetrix\Analysis\Evidence\ComputedMetrics\Health\Score\CoverageReader	class	Analysis.Evidence.ComputedMetrics.Health	internal	[]
src/Analysis/Evidence/Coupling/AbstractnessCollector.php	Qualimetrix\Analysis\Evidence\Coupling\AbstractnessCollector	class	Analysis.Evidence.Coupling	internal	[]
src/Analysis/Evidence/Coupling/CboOptions.php	Qualimetrix\Analysis\Evidence\Coupling\CboOptions	class	Analysis.Evidence.Coupling	internal	[]
src/Analysis/Evidence/Coupling/CboRule.php	Qualimetrix\Analysis\Evidence\Coupling\CboRule	class	Analysis.Evidence.Coupling	internal	[]
src/Analysis/Evidence/Coupling/ClassCboOptions.php	Qualimetrix\Analysis\Evidence\Coupling\ClassCboOptions	class	Analysis.Evidence.Coupling	internal	[]
src/Analysis/Evidence/Coupling/ClassInstabilityOptions.php	Qualimetrix\Analysis\Evidence\Coupling\ClassInstabilityOptions	class	Analysis.Evidence.Coupling	internal	[]
src/Analysis/Evidence/Coupling/ClassRankCollector.php	Qualimetrix\Analysis\Evidence\Coupling\ClassRankCollector	class	Analysis.Evidence.Coupling	internal	[]
src/Analysis/Evidence/Coupling/ClassRankOptions.php	Qualimetrix\Analysis\Evidence\Coupling\ClassRankOptions	class	Analysis.Evidence.Coupling	internal	[]
src/Analysis/Evidence/Coupling/ClassRankRule.php	Qualimetrix\Analysis\Evidence\Coupling\ClassRankRule	class	Analysis.Evidence.Coupling	internal	[]
src/Analysis/Evidence/Coupling/RfcVisitor.php	Qualimetrix\Analysis\Evidence\Coupling\ClassRfcData	class	Analysis.Evidence.Coupling	internal	[]
src/Analysis/Evidence/Coupling/Contract/Configuration/CouplingConfiguratorInterface.php	Qualimetrix\Analysis\Evidence\Coupling\Contract\Configuration\CouplingConfiguratorInterface	interface	Analysis.Evidence.Coupling	contract	"[{""owner"":""Infrastructure.Console"",""source_fqcn"":""Qualimetrix\\Infrastructure\\Console\\AnalysisRuntimeConfigurator""},{""owner"":""Infrastructure.DependencyInjection"",""source_fqcn"":""Qualimetrix\\Infrastructure\\DependencyInjection\\Configurator\\CouplingConfigurator""},{""owner"":""Infrastructure.DependencyInjection"",""source_fqcn"":""Qualimetrix\\Infrastructure\\DependencyInjection\\Configurator\\OutputConfigurator""}]"
src/Analysis/Evidence/Coupling/CouplingAnalysis.php	Qualimetrix\Analysis\Evidence\Coupling\CouplingAnalysis	class	Analysis.Evidence.Coupling	internal	[]
src/Analysis/Evidence/Coupling/CouplingCollector.php	Qualimetrix\Analysis\Evidence\Coupling\CouplingCollector	class	Analysis.Evidence.Coupling	internal	[]
src/Analysis/Evidence/Coupling/DistanceCollector.php	Qualimetrix\Analysis\Evidence\Coupling\DistanceCollector	class	Analysis.Evidence.Coupling	internal	[]
src/Analysis/Evidence/Coupling/DistanceOptions.php	Qualimetrix\Analysis\Evidence\Coupling\DistanceOptions	class	Analysis.Evidence.Coupling	internal	[]
src/Analysis/Evidence/Coupling/DistanceRule.php	Qualimetrix\Analysis\Evidence\Coupling\DistanceRule	class	Analysis.Evidence.Coupling	internal	[]
src/Analysis/Evidence/Coupling/FrameworkClassificationSites.php	Qualimetrix\Analysis\Evidence\Coupling\FrameworkClassificationSites	class	Analysis.Evidence.Coupling	internal	[]
src/Analysis/Evidence/Coupling/InstabilityOptions.php	Qualimetrix\Analysis\Evidence\Coupling\InstabilityOptions	class	Analysis.Evidence.Coupling	internal	[]
src/Analysis/Evidence/Coupling/InstabilityRule.php	Qualimetrix\Analysis\Evidence\Coupling\InstabilityRule	class	Analysis.Evidence.Coupling	internal	[]
src/Analysis/Evidence/Coupling/NamespaceCboOptions.php	Qualimetrix\Analysis\Evidence\Coupling\NamespaceCboOptions	class	Analysis.Evidence.Coupling	internal	[]
src/Analysis/Evidence/Coupling/NamespaceInstabilityOptions.php	Qualimetrix\Analysis\Evidence\Coupling\NamespaceInstabilityOptions	class	Analysis.Evidence.Coupling	internal	[]
src/Analysis/Evidence/Coupling/RfcCollector.php	Qualimetrix\Analysis\Evidence\Coupling\RfcCollector	class	Analysis.Evidence.Coupling	internal	[]
src/Analysis/Evidence/Coupling/RfcVisitor.php	Qualimetrix\Analysis\Evidence\Coupling\RfcVisitor	class	Analysis.Evidence.Coupling	internal	[]
src/Analysis/Evidence/Coupling/UnmatchedFrameworkNamespaceOptions.php	Qualimetrix\Analysis\Evidence\Coupling\UnmatchedFrameworkNamespaceOptions	class	Analysis.Evidence.Coupling	internal	[]
src/Analysis/Evidence/Coupling/UnmatchedFrameworkNamespaceRule.php	Qualimetrix\Analysis\Evidence\Coupling\UnmatchedFrameworkNamespaceRule	class	Analysis.Evidence.Coupling	internal	[]
src/Analysis/Evidence/DependencyModel/Contract/Dependency.php	Qualimetrix\Analysis\Evidence\DependencyModel\Contract\Dependency	class	Analysis.Evidence.DependencyModel	contract	"[{""owner"":""Analysis.Policy.Architecture"",""source_fqcn"":""Qualimetrix\\Analysis\\Policy\\Architecture\\LayerViolation\\LayerViolationFinding""},{""owner"":""Analysis.Policy.Architecture"",""source_fqcn"":""Qualimetrix\\Analysis\\Policy\\Architecture\\LayerViolation\\LayerRoutingGuidance""}]"
src/Analysis/Evidence/DependencyModel/Contract/DependencyGraphBuilderInterface.php	Qualimetrix\Analysis\Evidence\DependencyModel\Contract\DependencyGraphBuilderInterface	interface	Analysis.Evidence.DependencyModel	contract	"[{""owner"":""Analysis.Run"",""source_fqcn"":""Qualimetrix\\Analysis\\Run\\Pipeline\\AnalysisPipeline""},{""owner"":""Analysis.Run"",""source_fqcn"":""Qualimetrix\\Analysis\\Run\\Pipeline\\DependencyGraphAnalyzer""},{""owner"":""Infrastructure.Console"",""source_fqcn"":""Qualimetrix\\Infrastructure\\Console\\LayerAssignmentResolver""},{""owner"":""Infrastructure.DependencyInjection"",""source_fqcn"":""Qualimetrix\\Infrastructure\\DependencyInjection\\Configurator\\AnalysisConfigurator""},{""owner"":""Infrastructure.DependencyInjection"",""source_fqcn"":""Qualimetrix\\Infrastructure\\DependencyInjection\\Configurator\\ArchitectureConfigurator""},{""owner"":""Infrastructure.DependencyInjection"",""source_fqcn"":""Qualimetrix\\Infrastructure\\DependencyInjection\\Configurator\\OutputConfigurator""}]"
src/Analysis/Evidence/DependencyModel/Contract/DependencyGraphInterface.php	Qualimetrix\Analysis\Evidence\DependencyModel\Contract\DependencyGraphInterface	interface	Analysis.Evidence.DependencyModel	contract	"[{""owner"":""Analysis.Evidence.CircularDependency"",""source_fqcn"":""Qualimetrix\\Analysis\\Evidence\\CircularDependency\\CircularDependencyAnalysis""},{""owner"":""Analysis.Evidence.CircularDependency"",""source_fqcn"":""Qualimetrix\\Analysis\\Evidence\\CircularDependency\\CircularDependencyDetector""},{""owner"":""Analysis.Evidence.CircularDependency"",""source_fqcn"":""Qualimetrix\\Analysis\\Evidence\\CircularDependency\\Contract\\CircularDependencyPreparationInterface""},{""owner"":""Analysis.Evidence.Coupling"",""source_fqcn"":""Qualimetrix\\Analysis\\Evidence\\Coupling\\AbstractnessCollector""},{""owner"":""Analysis.Evidence.Coupling"",""source_fqcn"":""Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassRankCollector""},{""owner"":""Analysis.Evidence.Coupling"",""source_fqcn"":""Qualimetrix\\Analysis\\Evidence\\Coupling\\CouplingCollector""},{""owner"":""Analysis.Evidence.Coupling"",""source_fqcn"":""Qualimetrix\\Analysis\\Evidence\\Coupling\\DistanceCollector""},{""owner"":""Analysis.Evidence.Coupling"",""source_fqcn"":""Qualimetrix\\Analysis\\Evidence\\Coupling\\FrameworkClassificationSites""},{""owner"":""Analysis.Evidence.Design"",""source_fqcn"":""Qualimetrix\\Analysis\\Evidence\\Design\\Inheritance\\DitGlobalCollector""},{""owner"":""Analysis.Evidence.Design"",""source_fqcn"":""Qualimetrix\\Analysis\\Evidence\\Design\\Inheritance\\NocCollector""},{""owner"":""Analysis.Evidence.Design"",""source_fqcn"":""Qualimetrix\\Analysis\\Evidence\\Design\\Inheritance\\InheritanceDepthResolver""},{""owner"":""Analysis.Evidence.Measurement"",""source_fqcn"":""Qualimetrix\\Analysis\\Evidence\\Measurement\\Aggregation\\MeasurementAggregationService""},{""owner"":""Analysis.Evidence.Measurement"",""source_fqcn"":""Qualimetrix\\Analysis\\Evidence\\Measurement\\Contract\\GlobalContextCollectorInterface""},{""owner"":""Analysis.Evidence.Measurement"",""source_fqcn"":""Qualimetrix\\Analysis\\Evidence\\Measurement\\Contract\\MeasurementAggregationInterface""},{""owner"":""Analysis.Finding"",""source_fqcn"":""Qualimetrix\\Analysis\\Finding\\Contract\\Rule\\AnalysisContext""},{""owner"":""Analysis.Policy.Architecture"",""source_fqcn"":""Qualimetrix\\Analysis\\Policy\\Architecture\\ArchitecturePolicy""},{""owner"":""Analysis.Policy.Architecture"",""source_fqcn"":""Qualimetrix\\Analysis\\Policy\\Architecture\\Contract\\LayerAssignmentInspectorInterface""},{""owner"":""Analysis.Policy.Architecture"",""source_fqcn"":""Qualimetrix\\Analysis\\Policy\\Architecture\\Contract\\LayerPolicyPreparationInterface""},{""owner"":""Analysis.Policy.Architecture"",""source_fqcn"":""Qualimetrix\\Analysis\\Policy\\Architecture\\Layer\\ClassContextFactory""},{""owner"":""Analysis.Policy.Architecture"",""source_fqcn"":""Qualimetrix\\Analysis\\Policy\\Architecture\\Layer\\LayerRegistry""},{""owner"":""Analysis.Run"",""source_fqcn"":""Qualimetrix\\Analysis\\Run\\Contract\\Pipeline\\DependencyGraphAnalysisResult""},{""owner"":""Analysis.Run"",""source_fqcn"":""Qualimetrix\\Analysis\\Run\\Pipeline\\AnalysisPipeline""},{""owner"":""Analysis.Run"",""source_fqcn"":""Qualimetrix\\Analysis\\Run\\RuleProducerPreparation""},{""owner"":""Reporting.GraphProjection"",""source_fqcn"":""Qualimetrix\\Reporting\\GraphProjection\\Contract\\DependencyGraphProjectionInterface""},{""owner"":""Reporting.GraphProjection"",""source_fqcn"":""Qualimetrix\\Reporting\\GraphProjection\\DependencyGraphProjector""},{""owner"":""Reporting.GraphProjection"",""source_fqcn"":""Qualimetrix\\Reporting\\GraphProjection\\DotExporter""},{""owner"":""Reporting.GraphProjection"",""source_fqcn"":""Qualimetrix\\Reporting\\GraphProjection\\JsonGraphExporter""}]"
src/Analysis/Evidence/DependencyModel/Contract/DependencyLocationInterface.php	Qualimetrix\Analysis\Evidence\DependencyModel\Contract\DependencyLocationInterface	interface	Analysis.Evidence.DependencyModel	contract	"[{""owner"":""Analysis.Finding"",""source_fqcn"":""Qualimetrix\\Analysis\\Finding\\Contract\\Location""}]"
src/Analysis/Evidence/DependencyModel/Contract/DependencyTraversalParticipantInterface.php	Qualimetrix\Analysis\Evidence\DependencyModel\Contract\DependencyTraversalParticipantInterface	interface	Analysis.Evidence.DependencyModel	contract	"[{""owner"":""Analysis.Evidence.Measurement"",""source_fqcn"":""Qualimetrix\\Analysis\\Evidence\\Measurement\\FileMeasurement\\CompositeCollector""},{""owner"":""Analysis.Run"",""source_fqcn"":""Qualimetrix\\Analysis\\Run\\Pipeline\\DependencyGraphAnalyzer""},{""owner"":""Infrastructure.DependencyInjection"",""source_fqcn"":""Qualimetrix\\Infrastructure\\DependencyInjection\\Configurator\\DependencyModelConfigurator""},{""owner"":""Infrastructure.DependencyInjection"",""source_fqcn"":""Qualimetrix\\Infrastructure\\DependencyInjection\\Configurator\\MeasurementConfigurator""},{""owner"":""Infrastructure.DependencyInjection"",""source_fqcn"":""Qualimetrix\\Infrastructure\\DependencyInjection\\Configurator\\OutputConfigurator""},{""owner"":""Infrastructure.Parallel"",""source_fqcn"":""Qualimetrix\\Infrastructure\\Parallel\\FileProcessingTaskFactory""},{""owner"":""Infrastructure.Parallel"",""source_fqcn"":""Qualimetrix\\Infrastructure\\Parallel\\WorkerBootstrap""}]"
src/Analysis/Evidence/DependencyModel/Contract/DependencyType.php	Qualimetrix\Analysis\Evidence\DependencyModel\Contract\DependencyType	enum	Analysis.Evidence.DependencyModel	contract	"[{""owner"":""Analysis.Evidence.Design"",""source_fqcn"":""Qualimetrix\\Analysis\\Evidence\\Design\\Inheritance\\NocCollector""},{""owner"":""Analysis.Evidence.Design"",""source_fqcn"":""Qualimetrix\\Analysis\\Evidence\\Design\\Inheritance\\InheritanceDepthResolver""},{""owner"":""Analysis.Finding"",""source_fqcn"":""Qualimetrix\\Analysis\\Finding\\Contract\\Finding""},{""owner"":""Analysis.Policy.Architecture"",""source_fqcn"":""Qualimetrix\\Analysis\\Policy\\Architecture\\Configuration\\Allow\\AllowAliasExpander""},{""owner"":""Analysis.Policy.Architecture"",""source_fqcn"":""Qualimetrix\\Analysis\\Policy\\Architecture\\Layer\\ClassContextFactory""},{""owner"":""Analysis.Policy.Architecture"",""source_fqcn"":""Qualimetrix\\Analysis\\Policy\\Architecture\\Layer\\LayerPolicy""},{""owner"":""Analysis.Policy.Baseline"",""source_fqcn"":""Qualimetrix\\Analysis\\Policy\\Baseline\\BaselineEdge""}]"
src/Analysis/Evidence/DependencyModel/DependencyGraph.php	Qualimetrix\Analysis\Evidence\DependencyModel\DependencyGraph	class	Analysis.Evidence.DependencyModel	internal	[]
src/Analysis/Evidence/DependencyModel/DependencyGraphBuilder.php	Qualimetrix\Analysis\Evidence\DependencyModel\DependencyGraphBuilder	class	Analysis.Evidence.DependencyModel	internal	[]
src/Analysis/Evidence/DependencyModel/EmptyDependencyGraph.php	Qualimetrix\Analysis\Evidence\DependencyModel\EmptyDependencyGraph	class	Analysis.Evidence.DependencyModel	internal	[]
src/Analysis/Evidence/DependencyModel/Extraction/DependencyLocation.php	Qualimetrix\Analysis\Evidence\DependencyModel\Extraction\DependencyLocation	class	Analysis.Evidence.DependencyModel	internal	[]
src/Analysis/Evidence/DependencyModel/Extraction/DependencyResolver.php	Qualimetrix\Analysis\Evidence\DependencyModel\Extraction\DependencyResolver	class	Analysis.Evidence.DependencyModel	internal	[]
